日期,方向,結算日,ATR,停損,停利,進場價,出場原因,損益點數,淨損益(元),年份
2018-04-23,多,,112,45,89,10742,停損,-45.0,-480,2018
2018-04-24,空,,120,48,96,10658,停利,96.0,930,2018
2018-04-25,多,,120,48,96,10516,移動停利,15.0,120,2018
2018-04-26,空,,121,49,97,10597,停利,97.0,940,2018
2018-04-27,空,,119,47,95,10538,移動停利,35.0,320,2018
2018-04-30,空,,117,47,94,10581,移動停利,19.0,160,2018
2018-05-02,多,,118,47,94,10660,停損,-47.0,-500,2018
2018-05-03,空,,118,47,95,10535,移動停利,27.0,240,2018
2018-05-04,多,,119,48,95,10508,尾盤出場,14.0,110,2018
2018-05-07,空,,120,48,96,10591,移動停利,42.0,390,2018
2018-05-08,多,,116,46,92,10605,尾盤出場,63.0,600,2018
2018-05-09,多,,112,45,89,10689,移動停利,22.0,190,2018
2018-05-10,多,,107,43,86,10743,尾盤出場,20.0,170,2018
2018-05-11,多,,101,40,81,10827,尾盤出場,33.0,300,2018
2018-05-14,空,,101,40,81,10907,停損,-40.0,-430,2018
2018-05-15,多,,98,39,78,10953,停損,-39.0,-420,2018
2018-05-16,多,是,95,38,76,10859,移動停利,28.0,250,2018
2018-05-17,空,,91,37,73,10915,停利,73.0,700,2018
2018-05-18,空,,90,36,72,10830,尾盤出場,11.0,80,2018
2018-05-21,多,,92,37,73,10885,停利,73.0,700,2018
2018-05-22,多,,93,37,74,10970,停損,-37.0,-400,2018
2018-05-23,空,,94,38,75,10926,移動停利,50.0,470,2018
2018-05-24,多,,94,38,75,10890,停損,-38.0,-410,2018
2018-05-25,多,,92,37,74,10928,停損,-37.0,-400,2018
2018-05-28,空,,90,36,72,10970,移動停利,13.0,100,2018
2018-05-29,空,,91,37,73,10960,移動停利,36.0,330,2018
2018-05-30,空,,98,39,79,10823,移動停利,42.0,390,2018
2018-05-31,空,,98,39,78,10834,尾盤出場,-33.0,-360,2018
2018-06-01,多,,96,38,77,10864,移動停利,30.0,270,2018
2018-06-04,多,,102,41,81,10995,停利,81.0,780,2018
2018-06-05,空,,103,41,82,11091,移動停利,15.0,120,2018
2018-06-06,多,,105,42,84,11113,停利,84.0,810,2018
2018-06-07,空,,106,42,85,11235,移動停利,41.0,380,2018
2018-06-08,空,,104,42,83,11185,尾盤出場,61.0,580,2018
2018-06-11,空,,104,41,83,11145,移動停利,27.0,240,2018
2018-06-12,多,,100,40,80,11149,停損,-40.0,-430,2018
2018-06-13,空,,100,40,80,11126,移動停利,11.0,80,2018
2018-06-14,多,,107,43,86,11103,停損,-43.0,-460,2018
2018-06-15,空,,111,45,89,10985,停損,-45.0,-480,2018
2018-06-19,多,,118,47,95,10948,停損,-47.0,-500,2018
2018-06-20,空,是,114,45,91,10895,移動停利,25.0,220,2018
2018-06-21,空,,125,50,100,10705,尾盤出場,-2.0,-50,2018
2018-06-22,空,,128,51,102,10622,移動停利,21.0,180,2018
2018-06-25,多,,120,48,96,10630,移動停利,10.0,70,2018
2018-06-26,多,,122,49,98,10575,停損,-49.0,-520,2018
2018-06-27,空,,119,47,95,10582,尾盤出場,27.0,240,2018
2018-06-28,多,,120,48,96,10516,移動停利,42.0,390,2018
2018-06-29,多,,123,49,98,10542,停利,98.0,950,2018
2018-07-02,多,,125,50,100,10681,移動停利,18.0,150,2018
2018-07-03,多,,131,52,105,10665,移動停利,32.0,290,2018
2018-07-04,多,,129,52,103,10618,尾盤出場,1.0,-20,2018
2018-07-05,空,,128,51,103,10616,移動停利,52.0,490,2018
2018-07-06,空,,130,52,104,10528,停利,104.0,1010,2018
2018-07-09,多,,127,51,101,10626,尾盤出場,37.0,340,2018
2018-07-10,空,,126,50,100,10728,移動停利,28.0,250,2018
2018-07-11,空,,117,47,94,10603,停損,-47.0,-500,2018
2018-07-12,空,,119,47,95,10622,停損,-47.0,-500,2018
2018-07-13,空,,121,48,97,10796,停損,-48.0,-510,2018
2018-07-16,空,,118,47,94,10848,尾盤出場,36.0,330,2018
2018-07-17,空,,116,46,93,10793,移動停利,17.0,140,2018
2018-07-18,空,是,117,47,93,10823,停損,-47.0,-500,2018
2018-07-19,多,,114,46,91,10766,停損,-46.0,-490,2018
2018-07-20,多,,116,46,92,10810,移動停利,17.0,140,2018
2018-07-23,空,,108,43,87,10828,移動停利,14.0,110,2018
2018-07-24,空,,110,44,88,10817,停損,-44.0,-470,2018
2018-07-25,多,,102,41,82,10871,尾盤出場,-6.0,-90,2018
2018-07-26,多,,97,39,77,10916,停損,-39.0,-420,2018
2018-07-27,多,,92,37,74,10932,尾盤出場,60.0,570,2018
2018-07-30,多,,92,37,73,10991,停損,-37.0,-400,2018
2018-08-03,多,,91,36,73,10949,尾盤出場,19.0,160,2018
2018-08-06,多,,92,37,74,11007,停損,-37.0,-400,2018
2018-08-13,空,,96,38,77,10893,停利,77.0,740,2018
2018-08-14,空,,99,39,79,10790,移動停利,14.0,110,2018
2018-08-15,空,是,105,42,84,10818,停利,84.0,810,2018
2018-08-16,多,,109,44,87,10627,停利,87.0,840,2018
2018-08-17,空,,110,44,88,10694,尾盤出場,35.0,320,2018
2018-08-20,空,,109,44,87,10678,尾盤出場,7.0,40,2018
2018-08-21,多,,111,45,89,10703,尾盤出場,65.0,620,2018
2018-08-22,多,,102,41,82,10766,尾盤出場,-5.0,-80,2018
2018-08-23,多,,101,40,81,10796,移動停利,26.0,230,2018
2018-08-24,空,,104,41,83,10808,移動停利,60.0,570,2018
2018-08-27,多,,107,43,86,10864,停損,-43.0,-460,2018
2018-08-28,多,,107,43,85,10949,移動停利,11.0,80,2018
2018-08-29,多,,108,43,86,10985,尾盤出場,56.0,530,2018
2018-08-30,多,,111,44,89,11097,移動停利,18.0,150,2018
2018-08-31,空,,97,39,78,10970,停損,-39.0,-420,2018
2018-09-03,空,,101,40,81,11009,移動停利,56.0,530,2018
2018-09-04,空,,95,38,76,10955,停損,-38.0,-410,2018
2018-09-05,多,,90,36,72,10992,停損,-36.0,-390,2018
2018-09-06,空,,90,36,72,10907,移動停利,22.0,190,2018
2018-09-07,多,,93,37,74,10865,停損,-37.0,-400,2018
2018-09-10,空,,98,39,78,10862,停利,78.0,750,2018
2018-09-11,空,,99,40,79,10739,移動停利,37.0,340,2018
2018-09-12,空,,99,40,79,10750,移動停利,43.0,400,2018
2018-09-13,多,,96,38,77,10763,停損,-38.0,-410,2018
2018-09-14,多,,101,40,81,10811,停損,-40.0,-430,2018
2018-09-17,多,,99,40,79,10867,停損,-40.0,-430,2018
2018-09-18,多,,97,39,77,10791,尾盤出場,-9.0,-120,2018
2018-09-19,多,是,95,38,76,10841,尾盤出場,32.0,290,2018
2018-09-20,空,,97,39,78,10906,停利,78.0,750,2018
2018-09-21,空,,97,39,78,10890,移動停利,16.0,130,2018
2018-09-25,多,,97,39,77,10964,尾盤出場,12.0,90,2018
2018-09-26,多,,94,38,75,10966,尾盤出場,6.0,30,2018
2018-09-27,多,,94,37,75,10955,移動停利,36.0,330,2018
2018-09-28,多,,95,38,76,11016,停損,-38.0,-410,2018
2018-10-02,空,,91,36,73,10991,停利,73.0,700,2018
2018-10-03,空,,90,36,72,10874,停損,-36.0,-390,2018
2018-10-04,空,,97,39,78,10802,停利,78.0,750,2018
2018-10-05,空,,104,41,83,10654,停利,83.0,800,2018
2018-10-08,多,,107,43,85,10483,移動停利,27.0,240,2018
2018-10-09,空,,107,43,85,10484,移動停利,10.0,70,2018
2018-10-11,空,,159,64,127,9861,移動停利,31.0,280,2018
2018-10-12,多,,179,72,143,9765,停利,143.0,1400,2018
2018-10-15,多,,177,71,141,9908,尾盤出場,-41.0,-440,2018
2018-10-16,多,,182,73,145,9901,移動停利,71.0,680,2018
2018-10-17,空,是,190,76,152,10082,移動停利,17.0,140,2018
2018-10-18,多,,193,77,155,9943,移動停利,23.0,200,2018
2018-10-19,多,,197,79,157,9810,移動停利,78.0,750,2018
2018-10-22,多,,207,83,166,9822,移動停利,130.0,1270,2018
2018-10-23,多,,213,85,170,9827,停損,-85.0,-880,2018
2018-10-24,空,,220,88,176,9748,移動停利,105.0,1020,2018
2018-10-25,多,,229,92,183,9481,移動停利,51.0,480,2018
2018-10-26,空,,227,91,182,9525,停利,182.0,1790,2018
2018-10-29,空,,227,91,182,9502,移動停利,54.0,510,2018
2018-10-30,多,,230,92,184,9525,移動停利,19.0,160,2018
2018-10-31,多,,187,75,149,9609,移動停利,90.0,870,2018
2018-11-01,多,,168,67,135,9751,移動停利,56.0,530,2018
2018-11-02,空,,169,67,135,9838,移動停利,12.0,90,2018
2018-11-05,多,,169,68,135,9805,尾盤出場,10.0,70,2018
2018-11-06,空,,166,66,133,9846,移動停利,80.0,770,2018
2018-11-07,多,,166,66,133,9813,移動停利,54.0,510,2018
2018-11-08,空,,165,66,132,9973,移動停利,47.0,440,2018
2018-11-09,空,,162,65,129,9877,移動停利,103.0,1000,2018
2018-11-12,多,,156,62,124,9772,移動停利,72.0,690,2018
2018-11-13,多,,164,66,131,9603,停利,131.0,1280,2018
2018-11-14,空,,147,59,118,9761,移動停利,10.0,70,2018
2018-11-15,空,,140,56,112,9783,移動停利,55.0,520,2018
2018-11-16,空,,142,57,114,9862,移動停利,60.0,570,2018
2018-11-19,多,,139,56,111,9823,尾盤出場,-4.0,-70,2018
2018-11-20,多,,131,53,105,9767,移動停利,21.0,180,2018
2018-11-21,多,是,132,53,106,9673,尾盤出場,70.0,670,2018
2018-11-22,空,,130,52,104,9745,尾盤出場,31.0,280,2018
2018-11-23,空,,130,52,104,9708,移動停利,75.0,720,2018
2018-11-26,多,,137,55,110,9697,停利,110.0,1070,2018
2018-11-27,空,,138,55,110,9706,移動停利,42.0,390,2018
2018-11-28,空,,138,55,110,9760,停損,-55.0,-580,2018
2018-11-29,空,,135,54,108,9958,尾盤出場,80.0,770,2018
2018-11-30,空,,132,53,106,9895,尾盤出場,40.0,370,2018
2018-12-03,多,,133,53,107,10022,停利,107.0,1040,2018
2018-12-04,空,,135,54,108,10058,尾盤出場,18.0,150,2018
2018-12-05,多,,138,55,111,9918,尾盤出場,-41.0,-440,2018
2018-12-06,空,,146,58,117,9784,停利,117.0,1140,2018
2018-12-07,多,,148,59,118,9741,尾盤出場,7.0,40,2018
2018-12-10,多,,153,61,122,9625,移動停利,35.0,320,2018
2018-12-11,多,,148,59,119,9655,移動停利,13.0,100,2018
2018-12-12,空,,154,61,123,9758,移動停利,13.0,100,2018
2018-12-13,空,,151,60,121,9820,移動停利,10.0,70,2018
2018-12-14,空,,147,59,118,9736,移動停利,40.0,370,2018
2018-12-17,多,,146,58,117,9794,移動停利,12.0,90,2018
2018-12-18,多,,142,57,114,9745,停損,-57.0,-600,2018
2018-12-19,空,是,138,55,110,9750,尾盤出場,-18.0,-210,2018
2018-12-20,多,,143,57,114,9654,移動停利,35.0,320,2018
2018-12-21,多,,129,52,103,9627,停損,-52.0,-550,2018
2018-12-22,多,,129,51,103,9597,尾盤出場,-11.0,-140,2018
2018-12-24,空,,119,48,95,9592,尾盤出場,-24.0,-270,2018
2018-12-25,多,,116,46,93,9480,停損,-46.0,-490,2018
2018-12-26,空,,118,47,94,9518,尾盤出場,70.0,670,2018
2018-12-27,空,,119,47,95,9574,停損,-47.0,-500,2018
2018-12-28,多,,118,47,94,9650,尾盤出場,19.0,160,2018
2019-01-02,空,,126,50,101,9734,停利,101.0,980,2019
2019-01-03,空,,128,51,103,9470,移動停利,17.0,140,2019
2019-01-04,空,,125,50,100,9355,移動停利,30.0,270,2019
2019-01-07,空,,133,53,107,9526,移動停利,16.0,130,2019
2019-01-08,空,,132,53,105,9592,移動停利,40.0,370,2019
2019-01-09,多,,141,56,113,9635,停利,113.0,1100,2019
2019-01-10,空,,133,53,106,9688,尾盤出場,-11.0,-140,2019
2019-01-11,空,,133,53,106,9748,停損,-53.0,-560,2019
2019-01-14,空,,133,53,107,9726,移動停利,46.0,430,2019
2019-01-15,空,,139,56,111,9729,停損,-56.0,-590,2019
2019-01-16,空,是,128,51,102,9775,尾盤出場,-9.0,-120,2019
2019-01-17,空,,128,51,102,9772,移動停利,31.0,280,2019
2019-01-18,多,,119,48,95,9830,尾盤出場,-11.0,-140,2019
2019-01-21,空,,122,49,98,9883,尾盤出場,20.0,170,2019
2019-01-22,多,,107,43,86,9843,尾盤出場,3.0,0,2019
2019-01-23,多,,103,41,82,9832,尾盤出場,-15.0,-180,2019
2019-01-24,多,,98,39,78,9842,移動停利,15.0,120,2019
2019-01-25,空,,91,36,73,9922,停損,-36.0,-390,2019
2019-02-21,空,,92,37,74,10245,停損,-37.0,-400,2019
2019-02-22,空,,93,37,74,10265,停損,-37.0,-400,2019
2019-02-26,空,,89,36,71,10369,移動停利,13.0,100,2019
2019-03-04,空,,91,36,72,10344,移動停利,48.0,450,2019
2019-03-29,空,,91,36,72,10548,停利,72.0,690,2019
2019-04-11,多,,93,37,74,10874,停損,-37.0,-400,2019
2019-04-12,空,,92,37,73,10811,尾盤出場,8.0,50,2019
2019-04-15,空,,91,37,73,10863,尾盤出場,-14.0,-170,2019
2019-05-03,多,,91,36,73,10994,停利,73.0,700,2019
2019-05-06,空,,104,41,83,10925,停利,83.0,800,2019
2019-05-07,多,,109,43,87,10932,移動停利,44.0,410,2019
2019-05-08,多,,112,45,90,10905,移動停利,18.0,150,2019
2019-05-09,空,,116,47,93,10809,停利,93.0,900,2019
2019-05-10,多,,124,50,99,10783,移動停利,47.0,440,2019
2019-05-13,空,,132,53,105,10673,停利,105.0,1020,2019
2019-05-14,多,,138,55,110,10490,停損,-55.0,-580,2019
2019-05-15,多,是,139,55,111,10544,移動停利,45.0,420,2019
2019-05-16,多,,141,56,113,10549,停損,-56.0,-590,2019
2019-05-17,空,,143,57,114,10546,停利,114.0,1110,2019
2019-05-20,多,,143,57,115,10472,停損,-57.0,-600,2019
2019-05-21,多,,147,59,117,10412,尾盤出場,76.0,730,2019
2019-05-22,多,,144,58,115,10487,尾盤出場,-8.0,-110,2019
2019-05-23,空,,149,60,119,10381,移動停利,76.0,730,2019
2019-05-24,多,,135,54,108,10356,移動停利,10.0,70,2019
2019-05-27,空,,133,53,106,10347,移動停利,43.0,400,2019
2019-05-28,空,,128,51,103,10353,移動停利,24.0,210,2019
2019-05-29,多,,124,50,100,10246,尾盤出場,46.0,430,2019
2019-05-30,多,,117,47,94,10312,移動停利,38.0,350,2019
2019-05-31,多,,116,46,93,10352,停利,93.0,900,2019
2019-06-03,空,,111,45,89,10422,移動停利,36.0,330,2019
2019-06-04,空,,110,44,88,10454,移動停利,33.0,300,2019
2019-06-05,空,,110,44,88,10485,尾盤出場,30.0,270,2019
2019-06-06,空,,106,43,85,10372,尾盤出場,4.0,10,2019
2019-06-10,空,,114,46,91,10465,停損,-46.0,-490,2019
2019-06-11,多,,111,44,89,10562,移動停利,36.0,330,2019
2019-06-12,多,,110,44,88,10589,尾盤出場,3.0,0,2019
2019-06-13,多,,103,41,82,10564,停損,-41.0,-440,2019
2019-06-14,空,,100,40,80,10524,尾盤出場,-5.0,-80,2019
2019-06-17,多,,100,40,80,10493,尾盤出場,53.0,500,2019
2019-06-18,多,,99,40,79,10559,尾盤出場,-6.0,-90,2019
2019-06-19,多,是,108,43,87,10689,移動停利,18.0,150,2019
2019-06-20,多,,116,46,93,10581,尾盤出場,10.0,70,2019
2019-06-21,空,,110,44,88,10622,尾盤出場,37.0,340,2019
2019-06-24,空,,109,43,87,10590,移動停利,17.0,140,2019
2019-06-25,空,,110,44,88,10608,尾盤出場,68.0,650,2019
2019-06-26,空,,107,43,85,10518,尾盤出場,10.0,70,2019
2019-06-27,多,,109,44,87,10555,停利,87.0,840,2019
2019-06-28,空,,101,41,81,10607,尾盤出場,33.0,300,2019
2019-07-01,多,,110,44,88,10729,尾盤出場,36.0,330,2019
2019-07-02,多,,109,44,87,10754,尾盤出場,-4.0,-70,2019
2019-07-04,多,,144,58,116,10698,移動停利,11.0,80,2019
2019-07-05,空,,142,57,113,10707,尾盤出場,-11.0,-140,2019
2019-07-08,多,,144,58,116,10658,移動停利,33.0,300,2019
2019-07-09,空,,132,53,105,10676,尾盤出場,24.0,210,2019
2019-07-10,多,,123,49,98,10724,尾盤出場,10.0,70,2019
2019-07-11,多,,125,50,100,10809,尾盤出場,4.0,10,2019
2019-07-12,多,,121,48,97,10812,尾盤出場,-3.0,-60,2019
2019-07-15,空,,123,49,98,10800,移動停利,50.0,470,2019
2019-07-16,多,,123,49,98,10872,尾盤出場,9.0,60,2019
2019-07-17,多,是,118,47,94,10848,尾盤出場,-17.0,-200,2019
2019-07-18,多,,127,51,102,10647,尾盤出場,5.0,20,2019
2019-07-19,多,,123,49,99,10767,尾盤出場,-27.0,-300,2019
2019-07-22,多,,125,50,100,10755,尾盤出場,41.0,380,2019
2019-07-23,空,,90,36,72,10818,尾盤出場,14.0,110,2019
2019-08-02,空,,92,37,73,10509,移動停利,48.0,450,2019
2019-08-05,空,,96,39,77,10414,尾盤出場,38.0,350,2019
2019-08-06,多,,112,45,90,10155,停利,90.0,870,2019
2019-08-07,多,,103,41,82,10347,停損,-41.0,-440,2019
2019-08-08,多,,101,40,81,10376,移動停利,58.0,550,2019
2019-08-12,多,,103,41,82,10470,尾盤出場,-29.0,-320,2019
2019-08-13,空,,108,43,86,10381,移動停利,42.0,390,2019
2019-08-14,多,,116,46,92,10461,移動停利,11.0,80,2019
2019-08-15,多,,124,50,100,10298,移動停利,17.0,140,2019
2019-08-16,空,,130,52,104,10291,停損,-52.0,-550,2019
2019-08-19,多,,131,52,105,10442,尾盤出場,39.0,360,2019
2019-08-20,多,,129,51,103,10491,尾盤出場,35.0,320,2019
2019-08-21,多,是,126,50,101,10516,尾盤出場,12.0,90,2019
2019-08-22,多,,125,50,100,10545,停損,-50.0,-530,2019
2019-08-23,空,,114,46,91,10476,尾盤出場,-21.0,-240,2019
2019-08-26,空,,121,48,97,10321,尾盤出場,16.0,130,2019
2019-08-27,空,,106,42,85,10366,尾盤出場,3.0,0,2019
2019-08-28,多,,106,42,85,10406,移動停利,12.0,90,2019
2019-08-29,空,,103,41,82,10398,停損,-41.0,-440,2019
2019-08-30,多,,107,43,85,10532,尾盤出場,46.0,430,2019
2019-09-02,多,,102,41,82,10571,移動停利,19.0,160,2019
2019-09-03,多,,98,39,79,10610,停損,-39.0,-420,2019
2019-09-04,多,,93,37,74,10572,停利,74.0,710,2019
2019-09-05,多,,92,37,74,10736,尾盤出場,0.0,-30,2019
2019-09-06,多,,90,36,72,10780,停損,-36.0,-390,2019
2019-09-09,空,,90,36,72,10800,尾盤出場,4.0,10,2019
2019-09-10,空,,94,37,75,10795,尾盤出場,51.0,480,2019
2019-09-11,空,,91,36,73,10785,移動停利,14.0,110,2019
2019-09-12,空,,94,38,75,10841,移動停利,20.0,170,2019
2019-10-14,空,,96,38,77,11063,移動停利,13.0,100,2019
2019-10-15,多,,96,38,77,11091,尾盤出場,16.0,130,2019
2019-10-16,空,是,97,39,77,11154,尾盤出場,8.0,50,2019
2019-10-17,空,,95,38,76,11133,尾盤出場,-24.0,-270,2019
2019-10-18,空,,94,38,75,11168,尾盤出場,20.0,170,2019
2019-10-21,空,,92,37,73,11149,尾盤出場,-8.0,-110,2019
2019-10-22,多,,93,37,74,11222,移動停利,10.0,70,2019
2019-10-24,多,,91,37,73,11237,尾盤出場,51.0,480,2019
2019-11-12,空,,90,36,72,11472,停損,-36.0,-390,2019
2019-11-13,多,,90,36,72,11473,停損,-36.0,-390,2019
2019-11-14,空,,92,37,73,11481,移動停利,48.0,450,2019
2019-11-15,多,,95,38,76,11535,尾盤出場,-2.0,-50,2019
2019-11-18,多,,96,39,77,11537,尾盤出場,57.0,540,2019
2019-11-19,多,,99,40,79,11577,尾盤出場,68.0,650,2019
2019-11-20,空,是,98,39,79,11621,尾盤出場,13.0,100,2019
2019-11-21,空,,105,42,84,11498,移動停利,28.0,250,2019
2019-11-22,空,,96,39,77,11561,移動停利,10.0,70,2019
2019-11-25,空,,94,38,75,11610,移動停利,12.0,90,2019
2019-11-26,多,,95,38,76,11628,移動停利,10.0,70,2019
2019-11-27,空,,92,37,74,11611,停損,-37.0,-400,2019
2019-11-28,空,,90,36,72,11646,移動停利,21.0,180,2019
2019-11-29,空,,90,36,72,11592,停利,72.0,690,2019
2019-12-10,空,,89,36,71,11644,尾盤出場,19.0,160,2019
2019-12-12,多,,95,38,76,11774,停利,76.0,730,2019
2019-12-13,空,,100,40,80,11972,移動停利,35.0,320,2019
2019-12-16,多,,98,39,78,11944,移動停利,12.0,90,2019
2019-12-17,多,,105,42,84,11982,停利,84.0,810,2019
2019-12-18,多,是,105,42,84,12078,尾盤出場,41.0,380,2019
2019-12-19,空,,102,41,82,12086,移動停利,44.0,410,2019
2019-12-20,空,,105,42,84,12038,停利,84.0,810,2019
2019-12-23,空,,102,41,82,11986,尾盤出場,-35.0,-380,2019
2019-12-24,空,,101,40,81,12026,尾盤出場,42.0,390,2019
2019-12-25,多,,96,39,77,11995,尾盤出場,23.0,200,2019
2019-12-26,空,,94,38,75,12020,移動停利,14.0,110,2019
2019-12-27,多,,95,38,76,12074,尾盤出場,24.0,210,2019
2019-12-30,多,,95,38,76,12092,尾盤出場,-24.0,-270,2019
2019-12-31,多,,92,37,74,12029,尾盤出場,-34.0,-370,2019
2020-01-03,空,,92,37,73,12173,停利,73.0,700,2020
2020-01-06,空,,98,39,78,12006,移動停利,34.0,310,2020
2020-01-07,空,,100,40,80,11990,停利,80.0,770,2020
2020-01-08,多,,110,44,88,11775,停利,88.0,850,2020
2020-01-09,多,,117,47,94,11920,移動停利,58.0,550,2020
2020-01-10,空,,116,46,92,11993,移動停利,20.0,170,2020
2020-01-13,多,,119,48,96,12103,尾盤出場,13.0,100,2020
2020-01-14,多,,121,48,97,12192,尾盤出場,-11.0,-140,2020
2020-01-15,空,是,126,50,101,12155,移動停利,40.0,370,2020
2020-01-16,多,,128,51,103,12043,移動停利,15.0,120,2020
2020-01-17,空,,127,51,102,12091,移動停利,42.0,390,2020
2020-01-20,多,,129,52,103,12125,移動停利,15.0,120,2020
2020-01-30,空,,177,71,142,11741,停利,142.0,1390,2020
2020-01-31,多,,182,73,146,11498,移動停利,49.0,460,2020
2020-02-03,空,,190,76,152,11265,停損,-76.0,-790,2020
2020-02-04,多,,197,79,158,11390,停利,158.0,1550,2020
2020-02-05,空,,194,77,155,11569,移動停利,75.0,720,2020
2020-02-06,多,,194,78,155,11670,尾盤出場,69.0,660,2020
2020-02-07,空,,192,77,153,11631,尾盤出場,43.0,400,2020
2020-02-10,多,,199,80,159,11462,移動停利,116.0,1130,2020
2020-02-11,多,,200,80,160,11653,移動停利,16.0,130,2020
2020-02-12,多,,205,82,164,11674,移動停利,103.0,1000,2020
2020-02-13,多,,202,81,161,11805,尾盤出場,-30.0,-330,2020
2020-02-14,多,,202,81,162,11788,移動停利,44.0,410,2020
2020-02-17,多,,204,82,163,11733,移動停利,39.0,360,2020
2020-02-18,空,,208,83,166,11650,尾盤出場,9.0,60,2020
2020-02-19,空,是,167,67,133,11667,移動停利,10.0,70,2020
2020-02-20,空,,163,65,131,11811,停利,131.0,1280,2020
2020-02-21,多,,150,60,120,11698,移動停利,47.0,440,2020
2020-02-24,多,,147,59,117,11538,移動停利,29.0,260,2020
2020-02-25,多,,149,60,119,11453,移動停利,58.0,550,2020
2020-02-26,多,,147,59,118,11417,移動停利,45.0,420,2020
2020-02-27,空,,150,60,120,11384,停利,120.0,1170,2020
2020-03-02,多,,155,62,124,11098,停利,124.0,1210,2020
2020-03-03,空,,160,64,128,11294,停損,-64.0,-670,2020
2020-03-04,空,,157,63,126,11338,移動停利,51.0,480,2020
2020-03-05,多,,162,65,129,11467,尾盤出場,23.0,200,2020
2020-03-06,空,,171,68,137,11385,移動停利,105.0,1020,2020
2020-03-09,多,,188,75,151,11065,停損,-75.0,-780,2020
2020-03-10,多,,194,78,155,10893,停損,-78.0,-810,2020
2020-03-11,多,,198,79,158,10980,停損,-79.0,-820,2020
2020-03-12,空,,234,94,187,10710,停利,187.0,1840,2020
2020-03-13,空,,290,116,232,9555,移動停利,85.0,820,2020
2020-03-16,空,,307,123,245,9872,移動停利,17.0,140,2020
2020-03-17,多,,323,129,259,9438,移動停利,219.0,2160,2020
2020-03-18,多,是,331,132,265,9416,移動停利,53.0,500,2020
2020-03-19,空,,387,155,310,8732,停利,310.0,3070,2020
2020-03-20,多,,426,170,340,8655,停利,340.0,3370,2020
2020-03-23,多,,444,178,355,8745,移動停利,65.0,620,2020
2020-03-24,多,,480,192,384,9093,移動停利,182.0,1790,2020
2020-03-25,多,,501,200,401,9437,移動停利,167.0,1640,2020
2020-03-26,空,,503,201,403,9625,移動停利,179.0,1760,2020
2020-03-27,空,,504,202,403,9804,移動停利,145.0,1420,2020
2020-03-30,多,,511,204,409,9388,移動停利,167.0,1640,2020
2020-03-31,空,,511,204,409,9656,移動停利,81.0,780,2020
2020-04-01,空,,471,188,377,9565,尾盤出場,9.0,60,2020
2020-04-06,空,,428,171,342,9737,移動停利,135.0,1320,2020
2020-04-07,多,,411,165,329,9987,移動停利,13.0,100,2020
2020-04-08,多,,396,158,317,9983,移動停利,86.0,830,2020
2020-04-09,空,,388,155,310,10095,移動停利,20.0,170,2020
2020-04-10,多,,325,130,260,10068,移動停利,31.0,280,2020
2020-04-13,多,,275,110,220,10085,移動停利,44.0,410,2020
2020-04-14,多,,262,105,210,10168,尾盤出場,174.0,1710,2020
2020-04-15,多,是,228,91,183,10383,移動停利,56.0,530,2020
2020-04-16,多,,218,87,175,10195,移動停利,128.0,1250,2020
2020-04-17,多,,226,90,181,10604,移動停利,45.0,420,2020
2020-04-20,空,,207,83,166,10513,移動停利,35.0,320,2020
2020-04-21,多,,208,83,167,10416,停損,-83.0,-860,2020
2020-04-22,空,,204,82,163,10093,停損,-82.0,-850,2020
2020-04-23,多,,215,86,172,10284,移動停利,98.0,950,2020
2020-04-24,多,,198,79,159,10245,尾盤出場,21.0,180,2020
2020-04-27,多,,206,82,165,10442,尾盤出場,104.0,1010,2020
2020-04-28,空,,201,80,161,10571,移動停利,67.0,640,2020
2020-04-29,多,,202,81,162,10669,移動停利,71.0,680,2020
2020-04-30,多,,213,85,171,10830,尾盤出場,115.0,1120,2020
2020-05-04,多,,238,95,191,10549,移動停利,130.0,1270,2020
2020-05-05,多,,231,92,185,10718,移動停利,57.0,540,2020
2020-05-06,多,,233,93,187,10688,移動停利,72.0,690,2020
2020-05-07,多,,224,90,180,10736,移動停利,121.0,1180,2020
2020-05-08,空,,207,83,166,10886,移動停利,13.0,100,2020
2020-05-11,多,,210,84,168,10995,移動停利,23.0,200,2020
2020-05-12,多,,199,80,159,10904,停損,-80.0,-830,2020
2020-05-13,多,,198,79,159,10823,尾盤出場,91.0,880,2020
2020-05-14,空,,193,77,154,10823,移動停利,31.0,280,2020
2020-05-15,空,,199,80,159,10822,移動停利,101.0,980,2020
2020-05-18,空,,185,74,148,10736,停損,-74.0,-770,2020
2020-05-19,空,,191,76,153,10932,移動停利,54.0,510,2020
2020-05-20,多,是,185,74,148,10948,停損,-74.0,-770,2020
2020-05-21,多,,175,70,140,10914,移動停利,74.0,710,2020
2020-05-22,空,,158,63,126,10882,停利,126.0,1230,2020
2020-05-25,空,,158,63,127,10795,停利,127.0,1240,2020
2020-05-26,多,,162,65,129,10928,移動停利,79.0,760,2020
2020-05-27,多,,158,63,126,11000,停損,-63.0,-660,2020
2020-05-28,空,,165,66,132,11047,移動停利,37.0,340,2020
2020-05-29,空,,165,66,132,10836,移動停利,10.0,70,2020
2020-06-01,多,,165,66,132,11008,移動停利,75.0,720,2020
2020-06-02,多,,160,64,128,11090,移動停利,23.0,200,2020
