日期,方向,結算日,ATR,停損,停利,進場價,出場原因,損益點數,淨損益(元),年份
2013-08-19,多,,94,38,141,7883,尾盤出場,4.0,10,2013
2013-08-20,多,,96,39,145,7869,移動停利,31.0,280,2013
2013-08-22,多,,100,40,150,7726,尾盤出場,87.0,840,2013
2013-08-26,多,,95,38,143,7829,尾盤出場,-5.0,-80,2013
2013-08-27,空,,92,37,137,7796,尾盤出場,41.0,380,2013
2013-08-29,多,,94,37,140,7819,尾盤出場,76.0,730,2013
2013-08-30,多,,95,38,143,7908,尾盤出場,66.0,630,2013
2013-09-02,多,,96,38,144,7987,尾盤出場,31.0,280,2013
2013-09-04,空,,93,37,139,8015,停損,-37.0,-400,2013
2014-02-18,空,,90,36,135,8513,停損,-36.0,-390,2014
2014-02-20,空,,90,36,135,8521,尾盤出場,32.0,290,2014
2014-02-21,多,,92,37,139,8585,尾盤出場,5.0,20,2014
2014-07-17,空,,91,37,137,9373,移動停利,27.0,240,2014
2014-07-18,多,,91,36,136,9305,尾盤出場,35.0,320,2014
2014-07-31,空,,92,37,137,9420,尾盤出場,130.0,1270,2014
2014-08-04,多,,90,36,135,9264,尾盤出場,24.0,210,2014
2014-08-05,空,,101,40,151,9240,停利,151.0,1480,2014
2014-08-06,空,,99,40,149,9075,停損,-40.0,-430,2014
2014-08-07,空,,93,37,139,9101,移動停利,16.0,130,2014
2014-08-08,空,,94,37,141,9046,移動停利,35.0,320,2014
2014-08-12,空,,92,37,138,9122,尾盤出場,-1.0,-40,2014
2014-08-13,多,,95,38,143,9141,尾盤出場,59.0,560,2014
2014-08-14,空,,91,37,137,9227,尾盤出場,6.0,30,2014
2014-08-15,空,,90,36,135,9191,移動停利,17.0,140,2014
2014-08-18,空,,90,36,135,9202,移動停利,56.0,530,2014
2014-08-19,多,,93,37,139,9182,尾盤出場,55.0,520,2014
2014-08-22,多,,90,36,135,9284,尾盤出場,94.0,910,2014
2014-09-18,多,,93,37,140,9240,尾盤出場,1.0,-20,2014
2014-09-22,空,,100,40,150,9186,移動停利,54.0,510,2014
2014-09-24,多,,92,37,138,9117,尾盤出場,10.0,70,2014
2014-09-25,空,,99,40,149,9137,尾盤出場,110.0,1070,2014
2014-09-30,空,,97,39,146,8954,移動停利,63.0,600,2014
2014-10-01,多,,99,39,148,8947,移動停利,48.0,450,2014
2014-10-02,多,,100,40,150,8934,移動停利,66.0,630,2014
2014-10-03,多,,103,41,154,9029,尾盤出場,69.0,660,2014
2014-10-07,空,,100,40,151,9021,移動停利,24.0,210,2014
2014-10-08,多,,101,40,152,8994,移動停利,15.0,120,2014
2014-10-09,空,,104,42,156,8988,移動停利,20.0,170,2014
2014-10-13,空,,112,45,167,8787,尾盤出場,74.0,710,2014
2014-10-15,空,是,116,47,175,8726,移動停利,36.0,330,2014
2014-10-16,空,,117,47,175,8560,移動停利,34.0,310,2014
2014-10-17,空,,123,49,184,8652,移動停利,75.0,720,2014
2014-10-20,多,,131,52,196,8625,移動停利,19.0,160,2014
2014-10-21,空,,124,49,185,8635,尾盤出場,-5.0,-80,2014
2014-10-22,多,,125,50,188,8750,尾盤出場,-4.0,-70,2014
2014-10-24,空,,122,49,183,8731,移動停利,102.0,990,2014
2014-10-27,空,,125,50,187,8666,尾盤出場,23.0,200,2014
2014-10-28,多,,129,51,193,8755,尾盤出場,38.0,350,2014
2014-10-29,多,,129,52,194,8842,尾盤出場,38.0,350,2014
2014-10-30,空,,125,50,188,8870,移動停利,12.0,90,2014
2014-10-31,多,,114,46,171,8937,尾盤出場,39.0,360,2014
2014-11-03,多,,116,46,174,8985,移動停利,10.0,70,2014
2014-11-04,多,,114,45,170,9016,移動停利,19.0,160,2014
2014-11-05,空,,107,43,160,9025,移動停利,45.0,420,2014
2014-11-06,空,,102,41,153,8965,尾盤出場,61.0,580,2014
2014-11-07,空,,95,38,143,8895,停損,-38.0,-410,2014
2014-11-10,多,,103,41,154,8971,尾盤出場,103.0,1000,2014
2014-11-11,空,,98,39,146,9083,尾盤出場,22.0,190,2014
2014-11-12,空,,106,42,159,9003,尾盤出場,95.0,920,2014
2014-11-13,多,,102,41,153,8921,尾盤出場,42.0,390,2014
2014-11-14,空,,100,40,149,8946,停損,-40.0,-430,2014
2014-11-17,空,,100,40,150,8951,移動停利,59.0,560,2014
2014-11-18,空,,101,40,151,8935,移動停利,76.0,730,2014
2014-11-19,多,是,105,42,158,8910,移動停利,55.0,520,2014
2014-11-20,多,,108,43,162,9046,尾盤出場,46.0,430,2014
2014-11-25,多,,104,41,156,9117,移動停利,12.0,90,2014
2014-11-26,多,,98,39,148,9127,尾盤出場,-6.0,-90,2014
2014-11-27,多,,101,40,151,9190,移動停利,25.0,220,2014
2014-11-28,空,,92,37,138,9189,尾盤出場,9.0,60,2014
2014-12-02,空,,99,39,148,9067,移動停利,46.0,430,2014
2014-12-03,多,,106,43,160,9070,尾盤出場,137.0,1340,2014
2014-12-08,空,,96,38,144,9247,移動停利,59.0,560,2014
2014-12-10,空,,91,37,137,9086,移動停利,60.0,570,2014
2014-12-12,多,,95,38,142,9033,移動停利,16.0,130,2014
2014-12-15,多,,97,39,145,8963,尾盤出場,68.0,650,2014
2014-12-16,空,,100,40,149,8967,尾盤出場,-11.0,-140,2014
2014-12-17,空,是,102,41,154,8948,尾盤出場,104.0,1010,2014
2014-12-18,空,,106,42,159,8889,尾盤出場,30.0,270,2014
2014-12-19,多,,105,42,158,8988,移動停利,32.0,290,2014
2014-12-22,多,,103,41,154,9040,尾盤出場,56.0,530,2014
2014-12-24,多,,94,37,141,9122,尾盤出場,55.0,520,2014
2014-12-26,多,,90,36,135,9195,尾盤出場,34.0,310,2014
2015-01-06,空,,95,38,142,9127,移動停利,90.0,870,2015
2015-01-08,多,,98,39,146,9149,尾盤出場,109.0,1060,2015
2015-01-09,空,,93,37,139,9315,尾盤出場,87.0,840,2015
2015-01-13,多,,98,39,147,9210,移動停利,45.0,420,2015
2015-01-14,空,,99,40,149,9225,移動停利,54.0,510,2015
2015-01-16,空,,111,44,166,9166,移動停利,64.0,610,2015
2015-01-19,空,,119,47,178,9210,移動停利,48.0,450,2015
2015-01-20,多,,118,47,177,9224,尾盤出場,44.0,410,2015
2015-01-21,多,是,116,47,174,9299,尾盤出場,9.0,60,2015
2015-01-22,多,,120,48,179,9364,尾盤出場,24.0,210,2015
2015-01-23,多,,118,47,176,9461,尾盤出場,-1.0,-40,2015
2015-01-26,多,,104,42,156,9457,尾盤出場,9.0,60,2015
2015-01-28,多,,94,38,141,9489,尾盤出場,38.0,350,2015
2015-01-29,空,,93,37,139,9488,尾盤出場,60.0,570,2015
2015-01-30,空,,93,37,140,9456,移動停利,32.0,290,2015
2015-02-02,多,,89,36,134,9406,尾盤出場,15.0,120,2015
2015-04-16,多,,90,36,135,9567,尾盤出場,79.0,760,2015
2015-04-23,多,,99,40,148,9689,停利,148.0,1450,2015
2015-04-24,多,,102,41,152,9894,移動停利,86.0,830,2015
2015-04-27,多,,106,42,159,9992,尾盤出場,27.0,240,2015
2015-04-28,空,,106,42,158,9995,尾盤出場,4.0,10,2015
2015-04-29,多,,108,43,161,9992,移動停利,10.0,70,2015
2015-04-30,空,,106,42,159,9888,移動停利,10.0,70,2015
2015-05-04,空,,109,43,163,9888,移動停利,44.0,410,2015
2015-05-05,空,,110,44,166,9857,移動停利,23.0,200,2015
2015-05-06,多,,107,43,161,9803,尾盤出場,43.0,400,2015
2015-05-07,空,,105,42,158,9780,尾盤出場,28.0,250,2015
2015-05-08,空,,105,42,157,9763,尾盤出場,50.0,470,2015
2015-05-11,空,,110,44,165,9794,尾盤出場,75.0,720,2015
2015-05-13,多,,110,44,165,9738,移動停利,18.0,150,2015
2015-05-14,空,,103,41,154,9711,尾盤出場,107.0,1040,2015
2015-05-15,空,,99,39,148,9616,尾盤出場,40.0,370,2015
2015-05-19,多,,99,40,148,9624,尾盤出場,81.0,780,2015
2015-05-20,多,是,94,38,141,9717,停損,-38.0,-410,2015
2015-05-21,空,,100,40,150,9572,尾盤出場,28.0,250,2015
2015-05-22,多,,101,41,152,9574,尾盤出場,54.0,510,2015
2015-05-25,空,,103,41,154,9585,移動停利,15.0,120,2015
2015-05-27,多,,104,41,155,9636,移動停利,24.0,210,2015
2015-05-29,空,,99,40,149,9717,尾盤出場,14.0,110,2015
2015-06-01,空,,102,41,153,9655,停損,-41.0,-440,2015
2015-06-03,空,,99,40,149,9625,尾盤出場,77.0,740,2015
2015-06-04,空,,110,44,165,9518,停利,165.0,1620,2015
2015-06-08,空,,114,46,172,9285,移動停利,30.0,270,2015
2015-06-09,空,,120,48,180,9294,尾盤出場,61.0,580,2015
2015-06-10,多,,115,46,173,9278,移動停利,30.0,270,2015
2015-06-11,空,,116,46,173,9301,移動停利,57.0,540,2015
2015-06-12,多,,115,46,173,9279,移動停利,15.0,120,2015
2015-06-15,多,,114,45,170,9287,移動停利,11.0,80,2015
2015-06-16,空,,113,45,170,9231,移動停利,47.0,440,2015
2015-06-17,多,是,111,45,167,9224,停損,-45.0,-480,2015
2015-06-22,多,,121,48,182,9133,移動停利,50.0,470,2015
2015-06-23,多,,122,49,183,9231,移動停利,17.0,140,2015
2015-06-24,多,,118,47,177,9229,尾盤出場,17.0,140,2015
2015-06-25,多,,108,43,163,9318,移動停利,32.0,290,2015
2015-06-26,空,,106,43,160,9317,尾盤出場,-5.0,-80,2015
2015-06-29,空,,109,44,164,9160,尾盤出場,20.0,170,2015
2015-06-30,多,,106,42,158,9155,尾盤出場,58.0,550,2015
2015-07-01,多,,109,43,163,9208,移動停利,91.0,880,2015
2015-07-02,空,,106,42,158,9299,尾盤出場,19.0,160,2015
2015-07-03,空,,109,44,164,9253,移動停利,62.0,590,2015
2015-07-06,空,,111,44,166,9207,尾盤出場,-2.0,-50,2015
2015-07-07,多,,112,45,168,9283,停損,-45.0,-480,2015
2015-07-08,空,,131,52,196,9150,移動停利,132.0,1290,2015
2015-07-13,多,,133,53,199,8955,停損,-53.0,-560,2015
2015-07-14,空,,134,54,201,9015,尾盤出場,33.0,300,2015
2015-07-15,空,是,137,55,205,9040,移動停利,19.0,160,2015
2015-07-16,空,,137,55,206,8935,移動停利,15.0,120,2015
2015-07-20,空,,139,56,209,8965,移動停利,141.0,1380,2015
2015-07-21,空,,142,57,212,8852,移動停利,17.0,140,2015
2015-07-22,空,,142,57,213,8858,移動停利,43.0,400,2015
2015-07-23,空,,148,59,222,8757,移動停利,67.0,640,2015
2015-07-24,空,,146,58,219,8699,移動停利,26.0,230,2015
2015-07-27,空,,151,60,226,8622,移動停利,109.0,1060,2015
2015-07-29,空,,135,54,203,8525,移動停利,65.0,620,2015
2015-07-30,多,,130,52,195,8530,移動停利,82.0,790,2015
2015-07-31,空,,128,51,192,8585,移動停利,53.0,500,2015
2015-08-03,空,,133,53,199,8501,移動停利,81.0,780,2015
2015-08-04,多,,136,54,204,8524,停損,-54.0,-570,2015
2015-08-05,多,,134,53,201,8504,移動停利,23.0,200,2015
2015-08-06,空,,144,58,217,8540,移動停利,88.0,850,2015
2015-08-10,多,,136,54,204,8409,停損,-54.0,-570,2015
2015-08-11,空,,140,56,210,8498,尾盤出場,134.0,1310,2015
2015-08-12,空,,139,56,209,8345,移動停利,42.0,390,2015
2015-08-14,多,,130,52,195,8294,尾盤出場,34.0,310,2015
2015-08-17,空,,130,52,194,8292,移動停利,49.0,460,2015
2015-08-18,空,,130,52,195,8234,尾盤出場,64.0,610,2015
2015-08-19,空,是,133,53,199,8152,尾盤出場,149.0,1460,2015
2015-08-21,空,,140,56,211,7835,尾盤出場,91.0,880,2015
2015-08-24,空,,183,73,275,7608,停利,275.0,2720,2015
2015-08-25,多,,197,79,295,7420,尾盤出場,149.0,1460,2015
2015-08-26,多,,199,80,299,7548,停損,-80.0,-830,2015
2015-08-27,多,,200,80,300,7672,移動停利,37.0,340,2015
2015-08-28,多,,208,83,311,7833,移動停利,49.0,460,2015
2015-08-31,多,,210,84,315,7843,尾盤出場,131.0,1280,2015
2015-09-01,空,,211,85,317,7874,移動停利,52.0,490,2015
2015-09-02,多,,222,89,333,7795,移動停利,182.0,1790,2015
2015-09-04,多,,230,92,345,7941,移動停利,78.0,750,2015
2015-09-07,多,,234,94,351,7890,移動停利,98.0,950,2015
2015-09-08,多,,228,91,341,7931,尾盤出場,40.0,370,2015
2015-09-09,多,,244,97,365,8147,尾盤出場,186.0,1830,2015
2015-09-10,多,,237,95,355,8254,尾盤出場,13.0,100,2015
2015-09-11,多,,191,76,286,8230,移動停利,45.0,420,2015
2015-09-14,空,,179,72,269,8293,移動停利,63.0,600,2015
2015-09-15,空,,169,68,254,8292,移動停利,42.0,390,2015
2015-09-16,多,是,169,68,254,8319,移動停利,19.0,160,2015
2015-09-17,多,,165,66,247,8385,移動停利,73.0,700,2015
2015-09-18,多,,154,61,230,8438,尾盤出場,0.0,-30,2015
2015-09-21,空,,156,62,234,8316,移動停利,63.0,600,2015
2015-09-22,多,,144,58,217,8308,尾盤出場,22.0,190,2015
2015-09-23,空,,149,60,224,8212,移動停利,57.0,540,2015
2015-09-24,空,,149,60,224,8180,移動停利,113.0,1100,2015
2015-09-25,空,,146,58,219,8113,移動停利,60.0,570,2015
2015-09-30,多,,153,61,230,8016,移動停利,133.0,1300,2015
2015-10-01,多,,142,57,213,8176,移動停利,134.0,1310,2015
2015-10-02,多,,137,55,205,8288,移動停利,11.0,80,2015
2015-10-06,空,,138,55,208,8405,尾盤出場,35.0,320,2015
2015-10-07,多,,141,56,212,8385,尾盤出場,106.0,1030,2015
2015-10-08,空,,141,56,212,8517,尾盤出場,74.0,710,2015
2015-10-12,多,,140,56,210,8498,移動停利,62.0,590,2015
2015-10-13,多,,139,56,208,8557,尾盤出場,3.0,0,2015
2015-10-14,空,,129,51,193,8508,尾盤出場,-14.0,-170,2015
2015-10-15,多,,134,54,202,8600,移動停利,48.0,450,2015
2015-10-16,空,,124,50,187,8586,尾盤出場,-22.0,-250,2015
2015-10-20,多,,112,45,168,8652,尾盤出場,8.0,50,2015
2015-10-21,空,是,106,43,159,8687,移動停利,74.0,710,2015
2015-10-22,多,,96,38,144,8588,移動停利,25.0,220,2015
2015-10-26,多,,100,40,150,8738,尾盤出場,-5.0,-80,2015
2015-10-27,多,,96,38,144,8725,停損,-38.0,-410,2015
2015-10-28,多,,93,37,139,8688,停損,-37.0,-400,2015
2015-10-29,空,,94,38,141,8669,移動停利,83.0,800,2015
2015-10-30,多,,92,37,139,8578,尾盤出場,-9.0,-120,2015
2015-11-02,多,,95,38,142,8549,尾盤出場,39.0,360,2015
2015-11-03,多,,102,41,152,8670,移動停利,48.0,450,2015
2015-11-04,多,,104,41,155,8793,移動停利,87.0,840,2015
2015-11-06,空,,114,46,171,8844,停利,171.0,1680,2015
2015-11-10,空,,123,49,184,8556,尾盤出場,22.0,190,2015
2015-11-11,空,,131,52,196,8505,移動停利,80.0,770,2015
2015-11-12,多,,127,51,191,8416,尾盤出場,44.0,410,2015
2015-11-13,多,,133,53,199,8393,移動停利,59.0,560,2015
2015-11-17,多,,145,58,217,8422,移動停利,47.0,440,2015
2015-11-18,空,是,144,57,215,8426,移動停利,52.0,490,2015
2015-11-19,空,,145,58,218,8361,移動停利,18.0,150,2015
2015-11-20,多,,144,58,216,8441,移動停利,14.0,110,2015
2015-11-24,空,,137,55,205,8446,移動停利,64.0,610,2015
2015-11-25,空,,139,56,208,8390,移動停利,45.0,420,2015
2015-11-26,多,,133,53,200,8447,移動停利,58.0,550,2015
2015-11-27,空,,134,53,200,8498,尾盤出場,109.0,1060,2015
2015-11-30,空,,139,55,208,8258,移動停利,17.0,140,2015
2015-12-01,多,,138,55,206,8383,尾盤出場,74.0,710,2015
2015-12-02,多,,137,55,205,8448,移動停利,42.0,390,2015
2015-12-03,多,,135,54,202,8394,移動停利,76.0,730,2015
2015-12-04,空,,135,54,203,8353,停損,-54.0,-570,2015
2015-12-07,多,,132,53,198,8509,移動停利,21.0,180,2015
2015-12-08,空,,134,54,201,8432,移動停利,94.0,910,2015
2015-12-09,空,,133,53,199,8281,尾盤出場,61.0,580,2015
2015-12-10,空,,136,54,203,8157,移動停利,36.0,330,2015
2015-12-11,空,,139,56,209,8181,移動停利,47.0,440,2015
2015-12-15,空,,138,55,207,8067,尾盤出場,3.0,0,2015
2015-12-16,多,是,138,55,207,8184,尾盤出場,14.0,110,2015
2015-12-17,多,,136,54,204,8219,尾盤出場,64.0,610,2015
2015-12-18,多,,130,52,196,8248,移動停利,51.0,480,2015
2015-12-21,多,,130,52,194,8178,尾盤出場,103.0,1000,2015
2015-12-23,多,,125,50,187,8314,移動停利,13.0,100,2015
2015-12-24,空,,121,48,182,8340,尾盤出場,23.0,200,2015
2015-12-25,多,,115,46,173,8338,尾盤出場,34.0,310,2015
2015-12-28,多,,108,43,162,8379,尾盤出場,-26.0,-290,2015
2015-12-29,空,,106,42,159,8318,移動停利,35.0,320,2015
2015-12-30,空,,105,42,157,8312,尾盤出場,54.0,510,2015
2015-12-31,多,,98,39,148,8257,尾盤出場,21.0,180,2015
2016-01-04,空,,108,43,162,8260,停利,162.0,1590,2016
2016-01-05,空,,110,44,165,8067,停損,-44.0,-470,2016
2016-01-06,空,,111,44,166,8028,移動停利,52.0,490,2016
2016-01-07,空,,119,47,178,7932,停利,178.0,1750,2016
2016-01-08,多,,121,49,182,7773,移動停利,91.0,880,2016
2016-01-11,空,,125,50,187,7721,移動停利,29.0,260,2016
2016-01-12,空,,128,51,192,7774,移動停利,23.0,200,2016
2016-01-13,多,,132,53,199,7789,移動停利,40.0,370,2016
2016-01-14,空,,140,56,210,7643,移動停利,16.0,130,2016
2016-01-15,空,,147,59,220,7779,移動停利,123.0,1200,2016
2016-01-18,多,,167,67,250,7607,移動停利,171.0,1680,2016
2016-01-19,多,,169,67,253,7812,尾盤出場,54.0,510,2016
2016-01-20,空,是,175,70,263,7783,移動停利,52.0,490,2016
2016-01-21,空,,178,71,267,7647,移動停利,25.0,220,2016
2016-01-22,空,,170,68,254,7717,移動停利,43.0,400,2016
2016-01-25,多,,170,68,256,7798,移動停利,63.0,600,2016
2016-01-27,空,,155,62,232,7840,移動停利,42.0,390,2016
2016-01-28,多,,152,61,228,7808,移動停利,75.0,720,2016
2016-01-29,多,,156,62,234,7848,移動停利,205.0,2020,2016
2016-01-30,多,,155,62,233,8129,尾盤出場,37.0,340,2016
2016-02-01,空,,152,61,228,8124,移動停利,28.0,250,2016
2016-02-03,空,,140,56,210,8019,停損,-56.0,-590,2016
2016-02-15,多,,128,51,192,7946,尾盤出場,96.0,930,2016
2016-02-16,多,,133,53,199,8096,尾盤出場,112.0,1090,2016
2016-02-18,多,,124,50,186,8293,移動停利,19.0,160,2016
2016-02-19,多,,119,47,178,8285,移動停利,13.0,100,2016
2016-02-22,多,,119,48,179,8314,移動停利,70.0,670,2016
2016-02-23,空,,117,47,176,8304,移動停利,13.0,100,2016
2016-02-24,空,,124,49,185,8297,移動停利,61.0,580,2016
2016-02-25,多,,125,50,187,8299,移動停利,56.0,530,2016
2016-03-01,多,,115,46,172,8400,尾盤出場,52.0,490,2016
2016-03-03,多,,117,47,176,8532,移動停利,54.0,510,2016
2016-03-04,多,,114,46,171,8577,尾盤出場,23.0,200,2016
2016-03-07,多,,111,44,166,8616,移動停利,49.0,460,2016
2016-03-08,空,,104,42,157,8595,移動停利,50.0,470,2016
2016-03-09,空,,106,42,159,8598,移動停利,23.0,200,2016
2016-03-10,多,,102,41,154,8636,移動停利,20.0,170,2016
2016-03-11,多,,105,42,157,8635,移動停利,23.0,200,2016
2016-03-14,多,,100,40,150,8743,移動停利,15.0,120,2016
2016-03-15,空,,108,43,162,8738,尾盤出場,136.0,1330,2016
2016-03-16,多,是,103,41,155,8650,尾盤出場,41.0,380,2016
2016-03-17,空,,104,42,156,8745,尾盤出場,50.0,470,2016
2016-03-18,多,,102,41,153,8728,移動停利,29.0,260,2016
2016-03-21,空,,102,41,153,8793,移動停利,83.0,800,2016
2016-03-22,空,,101,40,152,8749,移動停利,53.0,500,2016
2016-03-23,空,,101,40,152,8731,尾盤出場,17.0,140,2016
2016-03-24,空,,105,42,158,8673,移動停利,26.0,230,2016
2016-03-25,空,,103,41,155,8726,移動停利,29.0,260,2016
2016-03-28,空,,102,41,153,8707,移動停利,34.0,310,2016
2016-03-29,空,,106,43,159,8666,移動停利,82.0,790,2016
2016-03-30,多,,111,45,167,8648,尾盤出場,89.0,860,2016
2016-03-31,多,,113,45,170,8805,停損,-45.0,-480,2016
2016-04-01,空,,116,47,175,8651,尾盤出場,23.0,200,2016
2016-04-06,空,,117,47,175,8565,移動停利,88.0,850,2016
2016-04-08,多,,117,47,175,8410,尾盤出場,76.0,730,2016
2016-04-11,多,,119,48,178,8469,尾盤出場,45.0,420,2016
2016-04-12,多,,119,47,178,8547,移動停利,17.0,140,2016
2016-04-13,多,,121,48,182,8547,尾盤出場,89.0,860,2016
2016-04-15,多,,121,48,182,8628,移動停利,49.0,460,2016
2016-04-18,空,,121,48,182,8650,尾盤出場,6.0,30,2016
2016-04-19,空,,126,50,189,8700,移動停利,82.0,790,2016
2016-04-20,空,是,130,52,195,8656,尾盤出場,137.0,1340,2016
2016-04-21,空,,125,50,188,8494,移動停利,19.0,160,2016
2016-04-22,多,,123,49,185,8520,移動停利,20.0,170,2016
2016-04-25,空,,119,48,179,8485,停損,-48.0,-510,2016
2016-04-26,多,,114,45,170,8547,移動停利,52.0,490,2016
2016-04-27,多,,112,45,167,8560,移動停利,10.0,70,2016
2016-04-28,空,,116,47,175,8571,移動停利,35.0,320,2016
2016-04-29,空,,116,47,174,8358,移動停利,35.0,320,2016
2016-05-03,空,,116,46,174,8311,移動停利,71.0,680,2016
2016-05-04,空,,116,46,174,8228,移動停利,103.0,1000,2016
2016-05-05,空,,116,46,174,8152,移動停利,37.0,340,2016
2016-05-09,空,,114,45,170,8137,移動停利,52.0,490,2016
2016-05-10,空,,112,45,167,8094,停損,-45.0,-480,2016
2016-05-11,空,,106,42,159,8172,移動停利,71.0,680,2016
2016-05-12,多,,107,43,160,8097,移動停利,38.0,350,2016
2016-05-13,空,,109,44,164,8052,移動停利,79.0,760,2016
2016-05-16,空,,112,45,167,8006,停損,-45.0,-480,2016
2016-05-17,多,,114,46,171,8081,停損,-46.0,-490,2016
2016-05-18,多,是,115,46,173,8093,尾盤出場,55.0,520,2016
2016-05-19,空,,112,45,167,8111,移動停利,85.0,820,2016
2016-05-20,空,,111,44,166,8034,停損,-44.0,-470,2016
2016-05-23,多,,125,50,187,8123,停利,187.0,1840,2016
2016-05-24,空,,119,47,178,8321,尾盤出場,36.0,330,2016
2016-05-25,多,,122,49,182,8349,移動停利,24.0,210,2016
2016-05-26,空,,120,48,180,8385,移動停利,13.0,100,2016
2016-05-27,多,,119,48,178,8440,尾盤出場,23.0,200,2016
2016-05-30,多,,117,47,176,8486,尾盤出場,23.0,200,2016
2016-05-31,多,,116,46,174,8504,移動停利,21.0,180,2016
2016-06-01,多,,117,47,175,8499,尾盤出場,67.0,640,2016
2016-06-02,多,,114,46,171,8581,停損,-46.0,-490,2016
2016-06-03,多,,111,44,166,8564,尾盤出場,-1.0,-40,2016
2016-06-04,多,,103,41,155,8571,尾盤出場,5.0,20,2016
2016-06-06,空,,107,43,160,8572,移動停利,45.0,420,2016
2016-06-07,多,,105,42,157,8620,移動停利,44.0,410,2016
2016-06-08,多,,103,41,154,8687,移動停利,35.0,320,2016
2016-06-13,空,,96,39,145,8607,移動停利,64.0,610,2016
2016-06-14,多,,98,39,147,8509,尾盤出場,66.0,630,2016
2016-06-15,空,是,96,38,144,8551,移動停利,23.0,200,2016
2016-06-16,空,,117,47,176,8378,移動停利,111.0,1080,2016
2016-06-17,多,,122,49,183,8377,移動停利,34.0,310,2016
2016-06-21,多,,124,50,186,8467,移動停利,38.0,350,2016
2016-06-22,多,,121,49,182,8512,停損,-49.0,-520,2016
2016-06-24,空,,145,58,218,8491,停利,218.0,2150,2016
2016-06-27,多,,150,60,225,8290,尾盤出場,38.0,350,2016
2016-06-28,多,,149,60,223,8291,尾盤出場,85.0,820,2016
2016-06-29,多,,149,60,224,8415,移動停利,58.0,550,2016
2016-06-30,多,,152,61,227,8508,移動停利,14.0,110,2016
2016-07-01,多,,145,58,217,8587,尾盤出場,32.0,290,2016
2016-07-04,多,,144,57,215,8638,移動停利,21.0,180,2016
2016-07-06,空,,128,51,192,8540,尾盤出場,69.0,660,2016
2016-07-07,多,,125,50,187,8528,移動停利,23.0,200,2016
2016-07-11,多,,129,52,194,8725,尾盤出場,8.0,50,2016
2016-07-12,多,,127,51,190,8758,尾盤出場,17.0,140,2016
2016-07-14,多,,131,52,196,8800,移動停利,21.0,180,2016
2016-07-15,多,,109,44,164,8849,尾盤出場,64.0,610,2016
2016-07-18,多,,108,43,163,8939,尾盤出場,62.0,590,2016
2016-07-20,多,是,101,40,152,9019,停損,-40.0,-430,2016
2016-07-22,空,,96,38,144,8954,尾盤出場,27.0,240,2016
2016-07-25,空,,106,42,159,8966,停利,159.0,1560,2016
2016-07-26,多,,109,44,164,8910,尾盤出場,54.0,510,2016
2016-07-28,多,,104,42,156,8994,移動停利,13.0,100,2016
2016-07-29,空,,100,40,149,8991,尾盤出場,100.0,970,2016
2016-08-01,多,,106,42,159,8960,尾盤出場,80.0,770,2016
2016-08-04,空,,107,43,160,8973,移動停利,62.0,590,2016
2016-08-05,多,,108,43,161,9020,尾盤出場,38.0,350,2016
2016-08-09,多,,107,43,160,9124,尾盤出場,-5.0,-80,2016
2016-08-10,空,,106,42,159,9119,停損,-42.0,-450,2016
2016-08-11,多,,113,45,170,9128,停損,-45.0,-480,2016
2016-08-12,多,,102,41,152,9135,尾盤出場,-4.0,-70,2016
2016-08-15,多,,99,40,149,9152,停損,-40.0,-430,2016
2016-08-16,空,,100,40,150,9132,移動停利,50.0,470,2016
2016-08-17,空,是,96,39,145,9072,停損,-39.0,-420,2016
2016-08-19,多,,99,40,148,9064,停損,-40.0,-430,2016
2016-08-23,多,,98,39,147,8929,尾盤出場,54.0,510,2016
2016-08-24,空,,96,39,144,8983,移動停利,15.0,120,2016
2016-08-25,多,,98,39,148,8970,尾盤出場,100.0,970,2016
2016-08-26,多,,96,39,144,9058,尾盤出場,21.0,180,2016
2016-08-31,空,,97,39,146,9012,移動停利,33.0,300,2016
2016-09-01,空,,99,40,149,8950,移動停利,47.0,440,2016
2016-09-02,空,,99,40,148,8940,移動停利,16.0,130,2016
2016-09-05,多,,101,41,152,9030,尾盤出場,32.0,290,2016
2016-09-06,多,,104,42,156,9081,尾盤出場,72.0,690,2016
2016-09-07,多,,102,41,153,9180,尾盤出場,71.0,680,2016
2016-09-09,空,,95,38,143,9156,移動停利,23.0,200,2016
2016-09-12,空,,104,42,157,8969,移動停利,37.0,340,2016
2016-09-13,空,,106,43,160,8958,移動停利,122.0,1190,2016
2016-09-14,多,,109,44,163,8880,移動停利,42.0,390,2016
2016-09-19,多,,120,48,180,9005,尾盤出場,146.0,1430,2016
2016-09-20,多,,119,48,178,9143,尾盤出場,1.0,-20,2016
2016-09-21,多,是,119,48,179,9137,尾盤出場,85.0,820,2016
2016-09-23,多,,120,48,179,9236,尾盤出場,1.0,-20,2016
2016-09-26,空,,116,46,174,9204,尾盤出場,51.0,480,2016
2016-09-29,多,,119,48,179,9268,尾盤出場,-16.0,-190,2016
2016-09-30,空,,120,48,180,9167,移動停利,17.0,140,2016
2016-10-03,多,,125,50,187,9217,停損,-50.0,-530,2016
2016-10-04,多,,121,48,182,9224,尾盤出場,30.0,270,2016
2016-10-05,多,,111,44,167,9223,尾盤出場,17.0,140,2016
2016-10-06,空,,110,44,164,9251,移動停利,24.0,210,2016
