日期,方向,結算日,ATR,停損,停利,進場價,出場原因,損益點數,淨損益(元),年份
2011-03-23,多,,147,59,220,8429,移動停利,61.0,580,2011
2011-03-24,多,,150,60,225,8529,尾盤出場,-2.0,-50,2011
2011-03-25,多,,151,60,226,8595,移動停利,11.0,80,2011
2011-03-28,空,,153,61,230,8563,移動停利,34.0,310,2011
2011-03-29,多,,153,61,230,8510,移動停利,38.0,350,2011
2011-03-30,多,,148,59,222,8610,移動停利,20.0,170,2011
2011-03-31,空,,144,58,216,8602,移動停利,25.0,220,2011
2011-04-01,多,,134,53,200,8658,尾盤出場,26.0,230,2011
2011-04-06,多,,110,44,165,8760,尾盤出場,78.0,750,2011
2011-04-07,多,,105,42,157,8876,尾盤出場,21.0,180,2011
2011-04-08,空,,98,39,148,8876,尾盤出場,9.0,60,2011
2011-04-11,空,,96,39,145,8852,移動停利,12.0,90,2011
2011-04-12,空,,99,39,148,8797,移動停利,71.0,680,2011
2011-04-13,多,,100,40,151,8733,尾盤出場,73.0,700,2011
2011-04-14,多,,99,40,149,8794,停損,-40.0,-430,2011
2011-04-15,空,,102,41,153,8780,尾盤出場,71.0,680,2011
2011-04-18,空,,101,40,152,8692,尾盤出場,-14.0,-170,2011
2011-04-19,空,,104,41,156,8645,移動停利,40.0,370,2011
2011-04-20,多,是,109,44,163,8712,尾盤出場,80.0,770,2011
2011-04-21,多,,119,47,178,8904,尾盤出場,85.0,820,2011
2011-04-25,空,,118,47,178,9003,移動停利,41.0,380,2011
2011-04-26,多,,114,46,171,8928,尾盤出場,41.0,380,2011
2011-04-27,多,,116,46,174,9071,尾盤出場,-13.0,-160,2011
2011-04-28,空,,116,47,174,9085,尾盤出場,68.0,650,2011
2011-04-29,空,,120,48,181,8999,移動停利,49.0,460,2011
2011-05-03,空,,122,49,182,9012,移動停利,96.0,930,2011
2011-05-04,空,,120,48,181,8889,停損,-48.0,-510,2011
2011-05-05,多,,126,50,188,8910,移動停利,115.0,1120,2011
2011-05-06,多,,122,49,183,8990,尾盤出場,21.0,180,2011
2011-05-09,多,,124,50,186,9022,移動停利,69.0,660,2011
2011-05-10,空,,118,47,177,9050,尾盤出場,5.0,20,2011
2011-05-11,空,,113,45,170,9100,移動停利,67.0,640,2011
2011-05-12,多,,107,43,161,8968,移動停利,80.0,770,2011
2011-05-13,空,,109,44,164,9005,尾盤出場,-23.0,-260,2011
2011-05-16,空,,110,44,165,8981,移動停利,21.0,180,2011
2011-05-17,空,,108,43,162,8900,移動停利,33.0,300,2011
2011-05-18,多,是,104,42,156,8930,尾盤出場,3.0,0,2011
2011-05-19,多,,112,45,168,8968,移動停利,55.0,520,2011
2011-05-20,空,,112,45,167,8877,移動停利,51.0,480,2011
2011-05-23,空,,110,44,165,8721,停損,-44.0,-470,2011
2011-05-24,空,,110,44,166,8720,移動停利,40.0,370,2011
2011-05-25,空,,106,42,159,8711,移動停利,41.0,380,2011
2011-05-26,多,,108,43,162,8771,尾盤出場,15.0,120,2011
2011-05-27,多,,106,42,159,8798,移動停利,37.0,340,2011
2011-05-30,多,,111,45,167,8765,尾盤出場,51.0,480,2011
2011-05-31,多,,119,48,179,8874,尾盤出場,142.0,1390,2011
2011-06-01,多,,117,47,176,9037,尾盤出場,49.0,460,2011
2011-06-03,空,,118,47,177,9047,移動停利,29.0,260,2011
2011-06-07,多,,121,48,181,9049,尾盤出場,39.0,360,2011
2011-06-08,空,,124,49,185,9054,移動停利,32.0,290,2011
2011-06-09,多,,113,45,169,9016,尾盤出場,13.0,100,2011
2011-06-10,空,,124,49,185,9046,移動停利,158.0,1550,2011
2011-06-13,空,,123,49,185,8772,移動停利,48.0,450,2011
2011-06-14,多,,124,50,186,8770,移動停利,49.0,460,2011
2011-06-15,空,是,126,51,189,8820,移動停利,40.0,370,2011
2011-06-16,空,,143,57,215,8525,尾盤出場,30.0,270,2011
2011-06-17,空,,145,58,217,8492,尾盤出場,30.0,270,2011
2011-06-20,空,,148,59,222,8485,尾盤出場,85.0,820,2011
2011-06-22,空,,139,56,209,8500,移動停利,64.0,610,2011
2011-06-24,空,,136,54,204,8410,移動停利,13.0,100,2011
2011-06-27,多,,138,55,207,8320,移動停利,33.0,300,2011
2011-06-28,空,,138,55,207,8369,尾盤出場,58.0,550,2011
2011-06-29,多,,147,59,220,8382,移動停利,84.0,810,2011
2011-06-30,多,,134,53,200,8476,移動停利,29.0,260,2011
2011-07-01,多,,131,52,197,8570,尾盤出場,5.0,20,2011
2011-07-04,多,,130,52,194,8638,尾盤出場,-38.0,-410,2011
2011-07-05,多,,122,49,184,8614,尾盤出場,15.0,120,2011
2011-07-06,多,,103,41,155,8636,移動停利,57.0,540,2011
2011-07-08,多,,97,39,146,8715,停損,-39.0,-420,2011
2011-07-11,空,,96,38,143,8588,尾盤出場,-13.0,-160,2011
2011-07-12,空,,101,40,152,8508,尾盤出場,86.0,830,2011
2011-07-13,空,,100,40,150,8426,停損,-40.0,-430,2011
2011-07-14,空,,106,42,159,8423,移動停利,43.0,400,2011
2011-07-15,多,,104,41,155,8496,移動停利,48.0,450,2011
2011-07-18,空,,106,42,159,8503,停損,-42.0,-450,2011
2011-07-19,多,,97,39,146,8517,尾盤出場,13.0,100,2011
2011-07-20,多,是,104,42,157,8632,尾盤出場,65.0,620,2011
2011-07-21,多,,102,41,154,8647,尾盤出場,2.0,-10,2011
2011-07-22,多,,102,41,153,8716,尾盤出場,-19.0,-220,2011
2011-07-25,空,,106,43,160,8644,移動停利,38.0,350,2011
2011-07-26,多,,110,44,164,8645,尾盤出場,92.0,890,2011
2011-07-27,多,,111,44,166,8718,尾盤出場,43.0,400,2011
2011-07-28,多,,109,43,163,8697,尾盤出場,32.0,290,2011
2011-07-29,空,,114,46,171,8692,移動停利,80.0,770,2011
2011-08-02,空,,114,46,171,8581,移動停利,26.0,230,2011
2011-08-04,空,,125,50,187,8428,移動停利,93.0,900,2011
2011-08-05,空,,156,62,234,7820,尾盤出場,57.0,540,2011
2011-08-08,空,,188,75,282,7698,移動停利,112.0,1090,2011
2011-08-09,多,,213,85,319,7235,移動停利,241.0,2380,2011
2011-08-10,多,,218,87,328,7641,尾盤出場,26.0,230,2011
2011-08-12,空,,242,97,362,7725,移動停利,141.0,1380,2011
2011-08-15,多,,249,100,374,7759,尾盤出場,66.0,630,2011
2011-08-16,空,,255,102,382,7850,移動停利,95.0,920,2011
2011-08-17,空,是,255,102,382,7755,移動停利,17.0,140,2011
2011-08-18,空,,267,107,401,7528,移動停利,33.0,300,2011
2011-08-19,空,,281,112,421,7260,尾盤出場,64.0,610,2011
2011-08-23,多,,296,118,444,7329,尾盤出場,178.0,1750,2011
2011-08-25,空,,271,109,407,7511,移動停利,65.0,620,2011
2011-08-29,多,,220,88,330,7486,移動停利,104.0,1010,2011
2011-08-30,多,,216,86,324,7603,尾盤出場,-3.0,-60,2011
2011-08-31,空,,207,83,310,7597,移動停利,21.0,180,2011
2011-09-01,多,,202,81,303,7773,移動停利,56.0,530,2011
2011-09-02,空,,192,77,288,7712,移動停利,41.0,380,2011
2011-09-05,空,,199,80,298,7515,移動停利,25.0,220,2011
2011-09-06,空,,204,82,306,7402,移動停利,44.0,410,2011
2011-09-07,多,,196,78,294,7478,尾盤出場,58.0,550,2011
2011-09-08,空,,183,73,274,7544,移動停利,47.0,440,2011
2011-09-09,多,,174,69,260,7557,移動停利,77.0,740,2011
2011-09-13,空,,172,69,258,7490,移動停利,68.0,650,2011
2011-09-14,空,,178,71,268,7392,移動停利,212.0,2090,2011
2011-09-15,多,,182,73,272,7389,移動停利,41.0,380,2011
2011-09-16,多,,188,75,281,7527,移動停利,76.0,730,2011
2011-09-19,空,,187,75,280,7566,尾盤出場,88.0,850,2011
2011-09-20,空,,193,77,290,7423,移動停利,29.0,260,2011
2011-09-22,空,,200,80,301,7330,移動停利,60.0,570,2011
2011-09-26,空,,212,85,318,7007,移動停利,64.0,610,2011
2011-09-27,多,,218,87,327,7055,尾盤出場,73.0,700,2011
2011-09-29,多,,218,87,326,7046,移動停利,112.0,1090,2011
2011-10-03,空,,211,84,317,7006,尾盤出場,-12.0,-150,2011
2011-10-04,多,,206,82,309,6916,尾盤出場,170.0,1670,2011
2011-10-05,空,,196,78,294,7035,尾盤出場,45.0,420,2011
2011-10-06,多,,195,78,292,7141,移動停利,11.0,80,2011
2011-10-07,多,,193,77,289,7250,尾盤出場,-54.0,-570,2011
2011-10-11,多,,194,78,292,7369,尾盤出場,37.0,340,2011
2011-10-12,多,,190,76,286,7384,尾盤出場,5.0,20,2011
2011-10-13,空,,176,70,264,7444,尾盤出場,50.0,470,2011
2011-10-14,空,,158,63,237,7363,尾盤出場,-9.0,-120,2011
2011-10-17,多,,152,61,228,7472,尾盤出場,-18.0,-210,2011
2011-10-18,空,,144,58,216,7348,尾盤出場,5.0,20,2011
2011-10-19,空,是,139,56,209,7342,尾盤出場,12.0,90,2011
2011-10-20,空,,136,54,204,7340,尾盤出場,126.0,1230,2011
2011-10-21,空,,135,54,202,7218,停損,-54.0,-570,2011
2011-10-24,多,,136,55,205,7405,尾盤出場,87.0,840,2011
2011-10-25,空,,124,50,186,7483,尾盤出場,14.0,110,2011
2011-10-26,多,,127,51,191,7434,尾盤出場,112.0,1090,2011
2011-10-27,多,,120,48,180,7558,尾盤出場,31.0,280,2011
2011-10-28,空,,124,49,186,7720,尾盤出場,96.0,930,2011
2011-10-31,空,,118,47,177,7641,尾盤出場,78.0,750,2011
2011-11-01,多,,124,49,185,7584,移動停利,81.0,780,2011
2011-11-02,多,,131,52,196,7496,尾盤出場,111.0,1080,2011
2011-11-03,空,,140,56,209,7544,移動停利,59.0,560,2011
2011-11-04,多,,147,59,220,7617,移動停利,28.0,250,2011
2011-11-08,多,,146,59,219,7652,停損,-59.0,-620,2011
2011-11-09,空,,143,57,214,7650,移動停利,45.0,420,2011
2011-11-10,空,,161,65,242,7416,移動停利,121.0,1180,2011
2011-11-11,多,,151,60,226,7337,移動停利,27.0,240,2011
2011-11-14,多,,162,65,242,7515,尾盤出場,28.0,250,2011
2011-11-15,空,,155,62,232,7515,尾盤出場,15.0,120,2011
2011-11-16,空,是,160,64,240,7520,移動停利,116.0,1130,2011
2011-11-17,多,,156,62,234,7335,尾盤出場,66.0,630,2011
2011-11-18,空,,158,63,237,7266,尾盤出場,24.0,210,2011
2011-11-21,空,,163,65,245,7151,移動停利,74.0,710,2011
2011-11-22,空,,160,64,239,7031,移動停利,41.0,380,2011
2011-11-23,空,,163,65,245,6952,移動停利,31.0,280,2011
2011-11-24,空,,158,63,236,6805,移動停利,20.0,170,2011
2011-11-25,空,,169,68,254,6857,移動停利,112.0,1090,2011
2011-11-28,多,,172,69,258,6912,尾盤出場,5.0,20,2011
2011-11-29,多,,171,69,257,6987,尾盤出場,-10.0,-130,2011
2011-11-30,空,,158,63,237,6932,移動停利,86.0,830,2011
2011-12-01,多,,176,70,264,7200,移動停利,31.0,280,2011
2011-12-05,空,,171,69,257,7138,移動停利,66.0,630,2011
2011-12-06,空,,172,69,257,7052,尾盤出場,73.0,700,2011
2011-12-07,空,,168,67,252,7012,尾盤出場,-40.0,-430,2011
2011-12-08,空,,166,67,250,6983,移動停利,56.0,530,2011
2011-12-09,多,,162,65,243,6825,移動停利,88.0,850,2011
2011-12-12,空,,162,65,243,6958,尾盤出場,17.0,140,2011
2011-12-13,多,,153,61,230,6874,移動停利,36.0,330,2011
2011-12-14,多,,148,59,222,6905,尾盤出場,18.0,150,2011
2011-12-15,空,,144,58,216,6833,尾盤出場,79.0,760,2011
2011-12-16,多,,136,54,204,6783,尾盤出場,-11.0,-140,2011
2011-12-19,空,,141,57,212,6667,移動停利,34.0,310,2011
2011-12-20,空,,136,54,203,6667,尾盤出場,-3.0,-60,2011
2011-12-21,多,是,131,53,197,6875,尾盤出場,78.0,750,2011
2011-12-22,多,,127,51,191,6971,尾盤出場,-15.0,-180,2011
2011-12-23,多,,131,53,197,7064,尾盤出場,46.0,430,2011
2011-12-27,空,,121,49,182,7085,移動停利,30.0,270,2011
2011-12-29,多,,108,43,162,7025,尾盤出場,49.0,460,2011
2011-12-30,空,,106,43,160,7095,移動停利,20.0,170,2011
2012-01-02,空,,108,43,161,7005,移動停利,43.0,400,2012
2012-01-03,多,,113,45,169,7029,移動停利,38.0,350,2012
2012-01-04,多,,105,42,158,7092,停損,-42.0,-450,2012
2012-01-05,多,,106,42,159,7121,尾盤出場,0.0,-30,2012
2012-01-06,空,,98,39,148,7087,尾盤出場,1.0,-20,2012
2012-01-09,空,,98,39,147,7036,停損,-39.0,-420,2012
2012-01-16,空,,90,36,135,7188,尾盤出場,97.0,940,2012
2012-01-17,多,,96,38,144,7164,尾盤出場,60.0,570,2012
2012-01-18,多,是,94,38,142,7237,停損,-38.0,-410,2012
2012-01-30,多,,104,41,156,7388,移動停利,40.0,370,2012
2012-01-31,多,,103,41,154,7448,移動停利,35.0,320,2012
2012-02-01,多,,99,40,148,7498,尾盤出場,25.0,220,2012
2012-02-02,多,,103,41,155,7632,尾盤出場,13.0,100,2012
2012-02-03,多,,102,41,153,7638,尾盤出場,2.0,-10,2012
2012-02-04,多,,106,43,160,7728,移動停利,10.0,70,2012
2012-02-06,多,,107,43,160,7718,停損,-43.0,-460,2012
2012-02-07,多,,103,41,155,7710,移動停利,20.0,170,2012
2012-02-08,多,,114,45,170,7777,尾盤出場,110.0,1070,2012
2012-02-09,多,,119,47,178,7864,移動停利,10.0,70,2012
2012-02-10,空,,116,46,174,7876,尾盤出場,10.0,70,2012
2012-02-13,多,,108,43,162,7879,尾盤出場,27.0,240,2012
2012-02-14,空,,106,42,159,7889,移動停利,62.0,590,2012
2012-02-15,多,是,112,45,167,7925,尾盤出場,80.0,770,2012
2012-02-16,空,,104,42,157,7963,尾盤出場,60.0,570,2012
2012-02-17,空,,106,43,160,7978,尾盤出場,50.0,470,2012
2012-02-21,空,,106,42,158,7937,移動停利,63.0,600,2012
2012-02-22,多,,113,45,169,7920,尾盤出場,84.0,810,2012
2012-02-24,空,,111,44,166,7945,移動停利,42.0,390,2012
2012-02-29,多,,118,47,178,8038,尾盤出場,75.0,720,2012
2012-03-01,多,,111,44,166,8143,移動停利,14.0,110,2012
2012-03-05,空,,109,44,164,8071,尾盤出場,33.0,300,2012
2012-03-06,空,,114,45,170,8012,移動停利,121.0,1180,2012
2012-03-08,空,,110,44,165,7923,移動停利,20.0,170,2012
2012-03-09,多,,106,42,159,7998,停損,-42.0,-450,2012
2012-03-12,空,,108,43,162,7974,尾盤出場,44.0,410,2012
2012-03-13,多,,109,44,164,7994,移動停利,51.0,480,2012
2012-03-15,空,,110,44,166,8114,尾盤出場,-22.0,-250,2012
2012-03-16,空,,110,44,165,8108,尾盤出場,38.0,350,2012
2012-03-19,空,,107,43,160,8097,移動停利,105.0,1020,2012
2012-03-20,空,,111,45,167,8055,尾盤出場,72.0,690,2012
2012-03-22,多,,114,46,171,8018,移動停利,57.0,540,2012
2012-03-26,空,,109,43,163,8017,尾盤出場,57.0,540,2012
2012-03-27,多,,106,42,158,8008,尾盤出場,5.0,20,2012
2012-03-29,空,,112,45,168,7983,移動停利,143.0,1400,2012
2012-03-30,多,,113,45,170,7845,尾盤出場,46.0,430,2012
2012-04-03,空,,110,44,165,7880,移動停利,124.0,1210,2012
2012-04-05,空,,124,49,185,7603,移動停利,60.0,570,2012
2012-04-06,多,,123,49,184,7646,移動停利,22.0,190,2012
2012-04-10,空,,123,49,185,7620,移動停利,21.0,180,2012
2012-04-11,多,,129,52,193,7553,尾盤出場,84.0,810,2012
2012-04-12,多,,126,51,190,7636,尾盤出場,-5.0,-80,2012
2012-04-13,多,,132,53,198,7730,移動停利,15.0,120,2012
2012-04-16,多,,126,50,189,7703,尾盤出場,9.0,60,2012
2012-04-17,空,,133,53,199,7706,移動停利,61.0,580,2012
2012-04-18,空,是,134,54,201,7661,移動停利,42.0,390,2012
2012-04-20,空,,127,51,191,7566,尾盤出場,53.0,500,2012
2012-04-23,空,,130,52,194,7475,移動停利,39.0,360,2012
2012-04-24,多,,124,49,185,7477,移動停利,37.0,340,2012
2012-04-25,多,,111,45,167,7548,尾盤出場,-8.0,-110,2012
2012-04-26,空,,113,45,170,7565,移動停利,41.0,380,2012
2012-04-30,多,,108,43,162,7455,尾盤出場,11.0,80,2012
2012-05-02,多,,113,45,170,7518,尾盤出場,155.0,1520,2012
2012-05-04,多,,109,44,163,7618,尾盤出場,50.0,470,2012
2012-05-07,空,,116,46,173,7545,尾盤出場,40.0,370,2012
2012-05-10,多,,107,43,160,7468,移動停利,28.0,250,2012
2012-05-11,空,,107,43,161,7433,尾盤出場,64.0,610,2012
2012-05-14,空,,105,42,158,7375,移動停利,28.0,250,2012
2012-05-15,多,,106,42,159,7325,尾盤出場,59.0,560,2012
2012-05-16,空,是,110,44,165,7353,尾盤出場,98.0,950,2012
2012-05-17,多,,108,43,162,7271,尾盤出場,44.0,410,2012
2012-05-18,空,,113,45,169,7151,尾盤出場,14.0,110,2012
2012-05-23,空,,110,44,165,7138,移動停利,28.0,250,2012
2012-05-24,空,,109,44,164,7148,移動停利,46.0,430,2012
2012-05-25,空,,105,42,158,7135,尾盤出場,76.0,730,2012
2012-05-28,多,,109,44,164,7078,尾盤出場,37.0,340,2012
2012-05-29,多,,118,47,177,7164,尾盤出場,133.0,1300,2012
2012-05-31,多,,122,49,182,7160,尾盤出場,59.0,560,2012
2012-06-01,空,,127,51,190,7162,尾盤出場,68.0,650,2012
2012-06-04,空,,137,55,206,6873,移動停利,21.0,180,2012
2012-06-05,多,,138,55,206,6985,停損,-55.0,-580,2012
2012-06-06,多,,139,55,208,7023,移動停利,12.0,90,2012
2012-06-08,空,,136,55,204,6975,尾盤出場,16.0,130,2012
2012-06-12,多,,143,57,215,6997,尾盤出場,25.0,220,2012
2012-06-13,多,,141,56,212,7058,停損,-56.0,-590,2012
2012-06-14,多,,138,55,208,7062,移動停利,25.0,220,2012
2012-06-15,多,,139,56,209,7073,尾盤出場,78.0,750,2012
2012-06-19,空,,130,52,195,7248,尾盤出場,-17.0,-200,2012
2012-06-20,多,是,122,49,183,7305,尾盤出場,7.0,40,2012
2012-06-21,空,,127,51,191,7145,移動停利,32.0,290,2012
2012-06-27,多,,108,43,162,6919,尾盤出場,67.0,640,2012
2012-06-28,空,,106,42,159,7013,尾盤出場,12.0,90,2012
2012-06-29,多,,104,41,155,6993,移動停利,37.0,340,2012
2012-07-02,多,,97,39,146,7134,尾盤出場,3.0,0,2012
2012-07-03,多,,103,41,154,7188,移動停利,72.0,690,2012
2012-07-04,多,,105,42,157,7272,移動停利,35.0,320,2012
2012-07-05,多,,99,40,149,7314,尾盤出場,-17.0,-200,2012
2012-07-06,多,,94,37,140,7290,停損,-37.0,-400,2012
2012-07-09,多,,96,38,144,7232,移動停利,20.0,170,2012
2012-07-10,多,,100,40,150,7263,停損,-40.0,-430,2012
2012-07-11,多,,89,36,134,7152,尾盤出場,35.0,320,2012
2012-07-12,空,,89,36,134,7166,尾盤出場,86.0,830,2012
2012-07-16,空,,91,36,136,7085,移動停利,45.0,420,2012
2012-07-17,多,,90,36,136,7053,移動停利,63.0,600,2012
2012-07-18,空,是,90,36,134,7093,尾盤出場,34.0,310,2012
2012-07-25,多,,91,36,136,6792,移動停利,100.0,970,2012
2012-07-27,多,,96,39,144,6980,尾盤出場,47.0,440,2012
2012-07-30,多,,94,37,140,7089,尾盤出場,-9.0,-120,2012
2012-07-31,多,,97,39,146,7119,尾盤出場,39.0,360,2012
2012-08-01,多,,94,38,141,7152,移動停利,40.0,370,2012
2012-08-03,空,,95,38,142,7135,尾盤出場,-6.0,-90,2012
2012-08-07,多,,96,38,144,7245,尾盤出場,-7.0,-100,2012
2012-08-09,多,,102,41,153,7373,尾盤出場,65.0,620,2012
2012-08-10,多,,102,41,152,7454,尾盤出場,-10.0,-130,2012
2012-08-14,多,,97,39,145,7493,移動停利,32.0,290,2012
2012-08-15,空,是,92,37,138,7478,移動停利,25.0,220,2012
2012-08-16,空,,92,37,138,7454,停損,-37.0,-400,2012
2012-11-05,多,,91,36,136,7200,停損,-36.0,-390,2012
2012-11-06,多,,92,37,139,7187,尾盤出場,69.0,660,2012
2012-11-07,多,,97,39,146,7236,移動停利,37.0,340,2012
2012-11-08,多,,98,39,147,7188,尾盤出場,15.0,120,2012
2012-11-09,多,,104,41,156,7144,停利,156.0,1530,2012
2012-11-12,空,,104,42,157,7262,尾盤出場,20.0,170,2012
2012-11-13,空,,106,43,159,7223,尾盤出場,130.0,1270,2012
2012-11-14,多,,107,43,160,7112,尾盤出場,17.0,140,2012
2012-11-16,多,,104,41,155,7120,移動停利,39.0,360,2012
2012-11-19,多,,101,40,152,7156,尾盤出場,-34.0,-370,2012
2012-11-21,空,是,96,39,145,7158,移動停利,87.0,840,2012
2012-11-22,空,,95,38,142,7094,尾盤出場,4.0,10,2012
2012-11-23,多,,107,43,160,7173,尾盤出場,147.0,1440,2012
2012-11-26,多,,106,42,159,7393,尾盤出場,-3.0,-60,2012
2012-11-28,多,,99,40,149,7411,尾盤出場,18.0,150,2012
2012-11-29,多,,95,38,142,7494,移動停利,14.0,110,2012
2012-11-30,多,,96,38,144,7545,尾盤出場,51.0,480,2012
2012-12-03,多,,91,37,137,7615,移動停利,12.0,90,2012
2012-12-04,空,,90,36,135,7560,停損,-36.0,-390,2012
2013-01-10,多,,89,36,134,7795,移動停利,31.0,280,2013
2013-01-14,多,,91,36,136,7766,尾盤出場,57.0,540,2013
2013-01-15,空,,93,37,139,7777,尾盤出場,30.0,270,2013
2013-01-17,空,,94,38,142,7700,尾盤出場,88.0,850,2013
2013-01-18,多,,96,39,145,7712,尾盤出場,1.0,-20,2013
2013-01-21,多,,97,39,146,7690,停損,-39.0,-420,2013
2013-01-22,空,,95,38,142,7719,移動停利,27.0,240,2013
2013-01-23,空,,95,38,143,7763,尾盤出場,40.0,370,2013
2013-01-24,空,,98,39,146,7666,移動停利,21.0,180,2013
2013-01-25,空,,98,39,147,7649,移動停利,17.0,140,2013
2013-01-28,多,,100,40,151,7682,尾盤出場,46.0,430,2013
2013-01-29,多,,100,40,151,7763,尾盤出場,47.0,440,2013
2013-01-30,多,,98,39,147,7846,停損,-39.0,-420,2013
2013-01-31,空,,98,39,147,7803,停損,-39.0,-420,2013
2013-02-01,多,,94,38,142,7872,尾盤出場,-14.0,-170,2013
2013-02-04,多,,94,38,141,7894,尾盤出場,43.0,400,2013
2013-02-05,多,,94,38,141,7898,尾盤出場,2.0,-10,2013
2013-06-04,空,,96,38,143,8203,移動停利,33.0,300,2013
2013-06-05,多,,91,36,136,8157,移動停利,19.0,160,2013
2013-06-06,空,,94,38,141,8080,尾盤出場,-20.0,-230,2013
2013-06-07,空,,94,38,141,8077,尾盤出場,-10.0,-130,2013
2013-06-10,多,,95,38,143,8154,移動停利,11.0,80,2013
2013-06-11,空,,95,38,142,8121,尾盤出場,-3.0,-60,2013
2013-06-13,空,,96,38,143,8033,尾盤出場,100.0,970,2013
2013-06-14,空,,94,38,141,7963,尾盤出場,41.0,380,2013
2013-06-17,多,,92,37,139,7945,尾盤出場,28.0,250,2013
2013-06-18,多,,95,38,142,7982,尾盤出場,16.0,130,2013
2013-06-20,空,,104,42,156,7777,尾盤出場,26.0,230,2013
2013-06-24,多,,100,40,151,7636,尾盤出場,-6.0,-90,2013
2013-06-25,空,,102,41,153,7600,停損,-41.0,-440,2013
2013-06-28,多,,111,44,166,7765,尾盤出場,67.0,640,2013
2013-07-01,多,,112,45,167,7843,尾盤出場,60.0,570,2013
2013-07-03,空,,104,42,156,7876,尾盤出場,64.0,610,2013
2013-07-04,空,,103,41,154,7838,移動停利,16.0,130,2013
2013-07-05,多,,108,43,162,7893,尾盤出場,71.0,680,2013
2013-07-08,空,,113,45,169,7943,尾盤出場,114.0,1110,2013
2013-07-09,多,,117,47,175,7855,移動停利,45.0,420,2013
2013-07-10,空,,104,42,156,7933,尾盤出場,-26.0,-290,2013
2013-07-11,多,,107,43,161,8114,尾盤出場,51.0,480,2013
2013-07-12,多,,106,43,159,8168,尾盤出場,15.0,120,2013
2013-07-15,多,,106,43,159,8158,移動停利,60.0,570,2013
2013-07-16,多,,103,41,155,8230,尾盤出場,1.0,-20,2013
2013-07-17,多,是,99,40,149,8228,尾盤出場,14.0,110,2013
2013-07-18,空,,100,40,150,8137,尾盤出場,34.0,310,2013
2013-07-19,空,,103,41,154,8044,移動停利,43.0,400,2013
2013-07-23,多,,109,44,164,8087,移動停利,49.0,460,2013
2013-07-25,多,,106,42,159,8102,移動停利,36.0,330,2013
2013-07-29,空,,101,40,152,8063,尾盤出場,31.0,280,2013
2013-07-30,多,,102,41,153,8079,移動停利,46.0,430,2013
2013-07-31,空,,94,37,140,8115,尾盤出場,61.0,580,2013
2013-08-01,空,,96,38,144,8035,尾盤出場,-8.0,-110,2013
2013-08-02,多,,96,38,143,8111,移動停利,15.0,120,2013
2013-08-05,多,,99,40,148,8078,尾盤出場,21.0,180,2013
2013-08-06,空,,104,42,156,8042,尾盤出場,51.0,480,2013
2013-08-07,空,,103,41,155,7912,尾盤出場,64.0,610,2013
2013-08-08,空,,97,39,145,7857,尾盤出場,11.0,80,2013
2013-08-09,空,,95,38,143,7831,尾盤出場,6.0,30,2013
2013-08-12,多,,90,36,135,7854,尾盤出場,5.0,20,2013
2013-08-13,多,,94,38,141,7924,尾盤出場,26.0,230,2013
2013-08-14,空,,92,37,138,7943,移動停利,35.0,320,2013
2013-08-16,多,,98,39,146,7820,移動停利,48.0,450,2013
