日期,方向,結算日,ATR,停損,停利,進場價,出場原因,損益點數,淨損益(元)
2016-09-07,多,,102,41,82,9180,停利,82.0,790
2016-09-08,空,,93,37,74,9240,尾盤出場,1.0,-20
2016-09-09,空,,95,38,76,9156,移動停利,23.0,200
2016-09-10,多,,103,41,82,8970,移動停利,11.0,80
2016-09-12,空,,104,42,83,8969,移動停利,37.0,340
2016-09-13,空,,106,43,85,8958,停利,85.0,820
2016-09-14,多,,109,44,87,8880,移動停利,42.0,390
2016-09-19,多,,120,48,96,9005,停利,96.0,930
2016-09-20,空,,119,48,95,9124,尾盤出場,-17.0,-200
2016-09-21,多,是,119,48,95,9137,尾盤出場,84.0,810
2016-09-22,空,,120,48,96,9221,移動停利,47.0,440
2016-09-23,空,,120,48,96,9203,尾盤出場,-33.0,-360
2016-09-26,空,,116,46,93,9204,移動停利,34.0,310
2016-09-29,空,,119,48,95,9225,停損,-48.0,-510
2016-09-30,多,,120,48,96,9196,停損,-48.0,-510
2016-10-03,空,,125,50,100,9186,尾盤出場,-8.0,-110
2016-10-04,空,,121,48,97,9192,停損,-48.0,-510
2016-10-05,多,,111,44,89,9223,移動停利,23.0,200
2016-10-06,空,,110,44,88,9251,移動停利,24.0,210
2016-10-07,空,,100,40,80,9239,尾盤出場,-14.0,-170
2016-10-11,多,,108,43,87,9330,停損,-43.0,-460
2016-10-12,多,,96,38,77,9198,尾盤出場,62.0,590
2016-10-13,空,,100,40,80,9247,移動停利,48.0,450
2016-10-14,多,,97,39,78,9211,停損,-39.0,-420
2016-10-17,空,,99,40,79,9136,移動停利,56.0,530
2016-10-18,多,,99,40,80,9185,移動停利,11.0,80
2016-10-19,多,是,99,40,80,9238,尾盤出場,42.0,390
2016-10-20,空,,94,37,75,9247,停損,-37.0,-400
2016-10-21,多,,90,36,72,9275,移動停利,27.0,240
2016-10-28,多,,90,36,72,9307,停損,-36.0,-390
2016-11-09,多,,107,43,85,9292,停損,-43.0,-460
2016-11-10,多,,120,48,96,9186,尾盤出場,-9.0,-120
2016-11-11,多,,132,53,105,9052,停損,-53.0,-560
2016-11-14,多,,134,53,107,8965,停損,-53.0,-560
2016-11-15,多,,136,54,108,8926,移動停利,29.0,260
2016-11-16,多,是,136,54,109,9007,尾盤出場,-24.0,-270
2016-11-17,多,,138,55,110,8960,尾盤出場,2.0,-10
2016-11-18,空,,135,54,108,8948,停損,-54.0,-570
2016-11-21,多,,134,54,107,8991,尾盤出場,26.0,230
2016-11-22,多,,135,54,108,9072,尾盤出場,68.0,650
2016-11-23,多,,132,53,106,9162,移動停利,10.0,70
2016-11-24,空,,133,53,107,9149,移動停利,12.0,90
2016-11-25,多,,128,51,102,9150,移動停利,22.0,190
2016-11-28,多,,130,52,104,9165,移動停利,63.0,600
2016-11-29,空,,103,41,83,9217,尾盤出場,14.0,110
2016-11-30,多,,89,36,71,9222,停損,-36.0,-390
2017-06-26,多,,96,38,77,10219,停利,77.0,740
2017-06-27,多,,96,38,77,10407,停損,-38.0,-410
2017-06-28,空,,102,41,82,10302,移動停利,35.0,320
2017-06-29,多,,104,42,83,10351,停損,-42.0,-450
2017-06-30,多,,105,42,84,10229,尾盤出場,23.0,200
2017-07-03,空,,107,43,86,10253,尾盤出場,-36.0,-390
2017-07-04,空,,104,41,83,10278,尾盤出場,61.0,580
2017-07-05,多,,109,44,87,10240,停損,-44.0,-470
2017-07-06,空,,108,43,87,10291,移動停利,34.0,310
2017-07-07,多,,106,42,85,10234,尾盤出場,-31.0,-340
2017-07-10,多,,102,41,82,10229,停損,-41.0,-440
2017-07-11,多,,105,42,84,10259,停利,84.0,810
2017-07-12,多,,95,38,76,10355,尾盤出場,-16.0,-190
2017-07-13,多,,99,40,79,10410,尾盤出場,10.0,70
2017-08-03,多,,156,63,125,10421,尾盤出場,-15.0,-180
2017-08-04,多,,155,62,124,10419,尾盤出場,20.0,170
2017-08-07,多,,158,63,126,10495,尾盤出場,34.0,310
2017-08-08,多,,158,63,126,10564,停損,-63.0,-660
2017-08-09,多,,155,62,124,10480,尾盤出場,-27.0,-300
2017-08-10,空,,163,65,130,10473,停利,130.0,1270
2017-08-11,多,,165,66,132,10258,移動停利,48.0,450
2017-08-14,空,,171,68,137,10333,移動停利,57.0,540
2017-08-15,多,,171,68,137,10315,尾盤出場,-6.0,-90
2017-08-16,多,是,167,67,134,10290,尾盤出場,-36.0,-390
2017-08-17,多,,164,66,131,10273,尾盤出場,25.0,220
2017-08-18,多,,166,66,133,10243,尾盤出場,16.0,130
2017-08-21,空,,165,66,132,10244,尾盤出場,-25.0,-280
2017-08-22,多,,165,66,132,10332,尾盤出場,18.0,150
2017-08-23,空,,96,38,76,10385,移動停利,10.0,70
2017-08-24,多,,99,39,79,10385,尾盤出場,64.0,610
2017-08-25,空,,96,38,77,10462,移動停利,11.0,80
2017-08-28,多,,94,38,75,10473,移動停利,22.0,190
2017-08-29,多,,92,37,74,10476,停損,-37.0,-400
2017-09-25,空,,94,38,75,10413,停利,75.0,720
2017-09-26,多,,95,38,76,10330,移動停利,19.0,160
2017-09-27,多,,94,37,75,10302,尾盤出場,17.0,140
2017-09-28,空,,94,38,75,10330,移動停利,44.0,410
2017-09-29,多,,91,37,73,10320,停損,-37.0,-400
2017-09-30,多,,93,37,74,10366,尾盤出場,14.0,110
2017-10-02,多,,92,37,73,10411,尾盤出場,38.0,350
2017-10-03,多,,91,36,73,10474,停損,-36.0,-390
2017-10-05,多,,91,36,73,10461,尾盤出場,44.0,410
2017-10-11,多,,91,36,73,10580,移動停利,48.0,450
2017-10-12,多,,89,36,71,10661,尾盤出場,36.0,330
2017-12-05,空,,89,36,72,10583,停損,-36.0,-390
2017-12-06,空,,99,40,79,10530,停利,79.0,760
2017-12-07,多,,100,40,80,10407,停損,-40.0,-430
2017-12-08,多,,100,40,80,10400,停損,-40.0,-430
2017-12-11,多,,99,40,79,10439,尾盤出場,40.0,370
2017-12-12,空,,101,40,80,10467,停利,80.0,770
2017-12-13,多,,101,40,81,10447,尾盤出場,2.0,-10
2017-12-14,多,,109,43,87,10529,移動停利,33.0,300
2017-12-15,空,,108,43,86,10502,移動停利,61.0,580
2017-12-18,空,,109,44,87,10489,移動停利,13.0,100
2017-12-19,多,,111,45,89,10524,停損,-45.0,-480
2017-12-20,多,是,104,41,83,10488,尾盤出場,9.0,60
2017-12-21,多,,96,38,77,10494,移動停利,25.0,220
2017-12-22,多,,94,38,75,10507,尾盤出場,28.0,250
2017-12-25,空,,90,36,72,10544,尾盤出場,18.0,150
2018-01-25,多,,92,37,74,11158,停利,74.0,710
2018-01-26,空,,96,38,77,11150,移動停利,51.0,480
2018-01-29,多,,98,39,79,11233,停損,-39.0,-420
2018-01-30,空,,101,40,81,11151,停利,81.0,780
2018-01-31,空,,105,42,84,11040,停損,-42.0,-450
2018-02-01,多,,105,42,84,11131,移動停利,48.0,450
2018-02-02,多,,108,43,86,11114,停損,-43.0,-460
2018-02-05,空,,122,49,98,10880,移動停利,12.0,90
2018-02-06,空,,165,66,132,10580,停利,132.0,1290
2018-02-07,空,,176,70,141,10572,停損,-70.0,-730
2018-02-08,多,,177,71,142,10553,移動停利,22.0,190
2018-02-09,多,,197,79,158,10210,移動停利,35.0,320
2018-02-12,多,,198,79,159,10428,尾盤出場,-18.0,-210
2018-02-21,空,是,211,84,169,10603,停損,-84.0,-870
2018-02-22,多,,208,83,166,10653,尾盤出場,-27.0,-300
2018-02-23,多,,212,85,169,10706,尾盤出場,75.0,720
2018-02-26,空,,211,85,169,10843,移動停利,18.0,150
2018-02-27,多,,211,84,169,10902,停損,-84.0,-870
2018-03-01,多,,216,86,173,10664,移動停利,94.0,910
2018-03-02,多,,220,88,176,10627,移動停利,23.0,200
2018-03-05,多,,221,89,177,10717,停損,-89.0,-920
2018-03-06,多,,213,85,171,10761,尾盤出場,26.0,230
2018-03-07,多,,173,69,138,10728,移動停利,69.0,660
2018-03-08,多,,163,65,130,10788,尾盤出場,41.0,380
2018-03-09,空,,162,65,129,10892,移動停利,45.0,420
2018-03-12,空,,145,58,116,10965,停損,-58.0,-610
2018-03-13,多,,145,58,116,11031,尾盤出場,69.0,660
2018-03-14,空,,130,52,104,11037,移動停利,14.0,110
2018-03-15,多,,128,51,102,11005,移動停利,43.0,400
2018-03-16,空,,125,50,100,11021,移動停利,60.0,570
2018-03-19,多,,125,50,100,10988,移動停利,46.0,430
2018-03-20,多,,121,48,97,10976,移動停利,10.0,70
2018-03-21,多,是,112,45,89,11035,移動停利,18.0,150
2018-03-22,多,,112,45,90,11058,移動停利,44.0,410
2018-03-23,多,,121,49,97,10757,移動停利,39.0,360
2018-03-26,多,,122,49,98,10730,移動停利,62.0,590
2018-03-27,空,,125,50,100,10927,停損,-50.0,-530
2018-03-28,多,,128,51,102,10901,停損,-51.0,-540
2018-03-29,空,,128,51,102,10827,移動停利,34.0,310
2018-03-30,多,,126,50,101,10933,移動停利,21.0,180
2018-03-31,空,,122,49,98,10940,尾盤出場,14.0,110
2018-04-02,多,,124,49,99,10937,停損,-49.0,-520
2018-04-03,多,,127,51,101,10776,尾盤出場,8.0,50
2018-04-09,空,,127,51,102,10836,停損,-51.0,-540
2018-04-10,多,,131,52,104,10882,停利,104.0,1010
2018-04-11,多,,130,52,104,10970,移動停利,17.0,140
2018-04-12,多,,134,54,107,11019,停損,-54.0,-570
2018-04-13,空,,127,51,102,10961,移動停利,21.0,180
2018-04-16,空,,113,45,90,10950,移動停利,22.0,190
2018-04-17,空,,112,45,90,10951,停利,90.0,870
2018-04-18,多,是,110,44,88,10860,移動停利,29.0,260
2018-04-19,多,,107,43,85,10891,尾盤出場,78.0,750
2018-04-20,空,,114,46,91,10805,尾盤出場,17.0,140
2018-04-23,多,,112,45,89,10742,停損,-45.0,-480
2018-04-24,空,,120,48,96,10658,停利,96.0,930
2018-04-25,多,,120,48,96,10516,移動停利,15.0,120
2018-04-26,空,,121,49,97,10597,停利,97.0,940
2018-04-27,空,,119,47,95,10538,移動停利,35.0,320
2018-04-30,空,,117,47,94,10581,移動停利,24.0,210
2018-05-02,多,,118,47,94,10660,停損,-47.0,-500
2018-05-03,空,,118,47,95,10535,移動停利,27.0,240
2018-05-04,多,,119,48,95,10508,尾盤出場,15.0,120
2018-05-07,多,,120,48,96,10609,停損,-48.0,-510
2018-05-08,多,,116,46,92,10605,尾盤出場,64.0,610
2018-05-09,多,,112,45,89,10689,移動停利,22.0,190
2018-05-10,多,,107,43,86,10743,尾盤出場,20.0,170
2018-05-11,多,,101,40,81,10827,尾盤出場,34.0,310
2018-05-14,多,,101,40,81,10927,尾盤出場,31.0,280
2018-05-15,多,,98,39,78,10953,停損,-39.0,-420
2018-05-16,多,是,95,38,76,10859,移動停利,28.0,250
2018-05-17,空,,91,37,73,10915,停利,73.0,700
2018-05-18,多,,90,36,72,10851,停損,-36.0,-390
2018-05-21,多,,92,37,73,10885,停利,73.0,700
2018-05-22,多,,93,37,74,10970,停損,-37.0,-400
2018-05-23,空,,94,38,75,10926,停損,-38.0,-410
2018-05-24,多,,94,38,75,10890,停損,-38.0,-410
2018-05-25,空,,92,37,74,10910,停損,-37.0,-400
2018-05-28,空,,90,36,72,10970,移動停利,13.0,100
2018-05-29,空,,91,37,73,10960,移動停利,36.0,330
2018-05-30,多,,98,39,79,10846,停損,-39.0,-420
2018-05-31,多,,98,39,78,10848,尾盤出場,19.0,160
2018-06-01,多,,96,38,77,10864,移動停利,30.0,270
2018-06-04,多,,102,41,81,10995,停利,81.0,780
2018-06-05,空,,103,41,82,11091,移動停利,15.0,120
2018-06-06,多,,105,42,84,11113,停利,84.0,810
2018-06-07,空,,106,42,85,11235,移動停利,41.0,380
2018-06-08,空,,104,42,83,11185,尾盤出場,60.0,570
2018-06-11,空,,104,41,83,11145,移動停利,27.0,240
2018-06-12,多,,100,40,80,11149,停損,-40.0,-430
2018-06-13,多,,100,40,80,11153,停損,-40.0,-430
2018-06-14,空,,107,43,86,11072,停利,86.0,830
2018-06-15,空,,111,45,89,10985,停損,-45.0,-480
2018-06-19,多,,118,47,95,10948,停損,-47.0,-500
2018-06-20,空,是,114,45,91,10895,移動停利,25.0,220
2018-06-21,多,,125,50,100,10731,尾盤出場,-25.0,-280
2018-06-22,多,,128,51,102,10640,停損,-51.0,-540
2018-06-25,多,,120,48,96,10630,移動停利,10.0,70
2018-06-26,空,,122,49,98,10547,移動停利,43.0,400
2018-06-27,多,,119,47,95,10606,停損,-47.0,-500
2018-06-28,空,,120,48,96,10497,停損,-48.0,-510
2018-06-29,多,,123,49,98,10542,停利,98.0,950
2018-07-02,多,,125,50,100,10681,移動停利,18.0,150
2018-07-03,多,,131,52,105,10665,移動停利,32.0,290
2018-07-04,多,,129,52,103,10618,尾盤出場,0.0,-30
2018-07-05,空,,128,51,103,10616,移動停利,52.0,490
2018-07-06,多,,130,52,104,10543,停損,-52.0,-550
2018-07-09,多,,127,51,101,10626,尾盤出場,35.0,320
2018-07-10,空,,126,50,100,10728,移動停利,28.0,250
2018-07-11,空,,117,47,94,10603,停損,-47.0,-500
2018-07-12,空,,119,47,95,10622,停損,-47.0,-500
2018-07-13,空,,121,48,97,10796,停損,-48.0,-510
2018-07-16,多,,118,47,94,10864,停損,-47.0,-500
2018-07-17,空,,116,46,93,10793,移動停利,17.0,140
2018-07-18,多,是,117,47,93,10833,移動停利,19.0,160
2018-07-19,多,,114,46,91,10766,停損,-46.0,-490
2018-07-20,多,,116,46,92,10810,移動停利,17.0,140
2018-07-23,空,,108,43,87,10828,移動停利,14.0,110
2018-07-24,空,,110,44,88,10817,停損,-44.0,-470
2018-07-25,多,,102,41,82,10871,尾盤出場,-6.0,-90
2018-07-26,多,,97,39,77,10916,停損,-39.0,-420
2018-07-27,多,,92,37,74,10932,尾盤出場,60.0,570
2018-07-30,多,,92,37,73,10991,停損,-37.0,-400
2018-08-03,多,,91,36,73,10949,尾盤出場,21.0,180
2018-08-06,空,,92,37,74,10983,停損,-37.0,-400
2018-08-13,空,,96,38,77,10893,停利,77.0,740
2018-08-14,多,,99,39,79,10815,停損,-39.0,-420
2018-08-15,空,是,105,42,84,10818,停利,84.0,810
2018-08-16,空,,109,44,87,10600,停損,-44.0,-470
2018-08-17,多,,110,44,88,10729,停損,-44.0,-470
2018-08-20,空,,109,44,87,10678,尾盤出場,7.0,40
2018-08-21,多,,111,45,89,10703,尾盤出場,64.0,610
2018-08-22,多,,102,41,82,10766,尾盤出場,-2.0,-50
2018-08-23,多,,101,40,81,10796,移動停利,26.0,230
2018-08-24,多,,104,41,83,10827,停損,-41.0,-440
2018-08-27,多,,107,43,86,10864,停損,-43.0,-460
2018-08-28,多,,107,43,85,10949,移動停利,11.0,80
2018-08-29,多,,108,43,86,10985,尾盤出場,59.0,560
2018-08-30,多,,111,44,89,11097,移動停利,18.0,150
2018-08-31,多,,97,39,78,11002,停損,-39.0,-420
2018-09-03,空,,101,40,81,11009,移動停利,56.0,530
2018-09-04,多,,95,38,76,10973,停損,-38.0,-410
2018-09-05,多,,90,36,72,10992,停損,-36.0,-390
2018-09-06,空,,90,36,72,10907,移動停利,22.0,190
2018-09-07,多,,93,37,74,10865,停損,-37.0,-400
2018-09-10,空,,98,39,78,10862,停利,78.0,750
2018-09-11,空,,99,40,79,10739,移動停利,37.0,340
2018-09-12,空,,99,40,79,10750,移動停利,43.0,400
2018-09-13,空,,96,38,77,10740,停損,-38.0,-410
2018-09-14,多,,101,40,81,10811,停損,-40.0,-430
2018-09-17,空,,99,40,79,10851,尾盤出場,28.0,250
2018-09-18,空,,97,39,77,10772,停損,-39.0,-420
2018-09-19,多,是,95,38,76,10841,尾盤出場,32.0,290
2018-09-20,多,,97,39,78,10921,停損,-39.0,-420
2018-09-21,空,,97,39,78,10890,移動停利,16.0,130
2018-09-25,空,,97,39,77,10940,停損,-39.0,-420
2018-09-26,多,,94,38,75,10966,尾盤出場,6.0,30
2018-09-27,多,,94,37,75,10955,移動停利,36.0,330
2018-09-28,多,,95,38,76,11016,停損,-38.0,-410
2018-10-02,空,,91,36,73,10991,停利,73.0,700
2018-10-03,空,,90,36,72,10874,停損,-36.0,-390
2018-10-04,空,,97,39,78,10802,停利,78.0,750
2018-10-05,空,,104,41,83,10654,停利,83.0,800
2018-10-08,多,,107,43,85,10483,移動停利,27.0,240
2018-10-09,空,,107,43,85,10484,移動停利,17.0,140
2018-10-11,空,,159,64,127,9861,移動停利,31.0,280
2018-10-12,空,,179,72,143,9718,移動停利,15.0,120
2018-10-15,空,,177,71,141,9865,尾盤出場,5.0,20
2018-10-16,空,,182,73,145,9876,停損,-73.0,-760
2018-10-17,多,是,190,76,152,10103,停損,-76.0,-790
2018-10-18,多,,193,77,155,9943,移動停利,23.0,200
2018-10-19,多,,197,79,157,9810,移動停利,78.0,750
2018-10-22,空,,207,83,166,9800,移動停利,19.0,160
2018-10-23,多,,213,85,170,9827,停損,-85.0,-880
2018-10-24,空,,220,88,176,9748,移動停利,105.0,1020
2018-10-25,多,,229,92,183,9481,移動停利,51.0,480
2018-10-26,多,,227,91,182,9550,停損,-91.0,-940
2018-10-29,多,,227,91,182,9535,停損,-91.0,-940
2018-10-30,多,,230,92,184,9525,移動停利,19.0,160
2018-10-31,多,,187,75,149,9609,移動停利,90.0,870
2018-11-01,空,,168,67,135,9713,停損,-67.0,-700
2018-11-02,空,,169,67,135,9838,移動停利,27.0,240
2018-11-05,多,,169,68,135,9805,尾盤出場,12.0,90
2018-11-06,空,,166,66,133,9846,移動停利,80.0,770
2018-11-07,多,,166,66,133,9813,移動停利,54.0,510
2018-11-08,空,,165,66,132,9973,移動停利,47.0,440
2018-11-09,空,,162,65,129,9877,移動停利,103.0,1000
2018-11-12,多,,156,62,124,9772,移動停利,72.0,690
2018-11-13,多,,164,66,131,9603,停利,131.0,1280
2018-11-14,多,,147,59,118,9787,尾盤出場,-18.0,-210
2018-11-15,空,,140,56,112,9783,移動停利,55.0,520
2018-11-16,空,,142,57,114,9862,移動停利,60.0,570
2018-11-19,空,,139,56,111,9797,尾盤出場,-22.0,-250
2018-11-20,多,,131,53,105,9767,移動停利,21.0,180
2018-11-21,空,是,132,53,106,9649,停損,-53.0,-560
2018-11-22,空,,130,52,104,9745,尾盤出場,31.0,280
2018-11-23,空,,130,52,104,9708,移動停利,75.0,720
2018-11-26,多,,137,55,110,9697,停利,110.0,1070
2018-11-27,空,,138,55,110,9706,移動停利,42.0,390
2018-11-28,空,,138,55,110,9760,停損,-55.0,-580
2018-11-29,多,,135,54,108,9987,停損,-54.0,-570
2018-11-30,多,,132,53,106,9917,停損,-53.0,-560
2018-12-03,多,,133,53,107,10022,停利,107.0,1040
2018-12-04,多,,135,54,108,10081,尾盤出場,-39.0,-420
2018-12-05,空,,138,55,111,9884,停損,-55.0,-580
2018-12-06,空,,146,58,117,9784,停利,117.0,1140
2018-12-07,多,,148,59,118,9741,尾盤出場,5.0,20
2018-12-10,多,,153,61,122,9625,移動停利,35.0,320
2018-12-11,多,,148,59,119,9655,移動停利,13.0,100
2018-12-12,空,,154,61,123,9758,移動停利,13.0,100
2018-12-13,空,,151,60,121,9820,移動停利,10.0,70
2018-12-14,空,,147,59,118,9736,移動停利,40.0,370
2018-12-17,空,,146,58,117,9745,停損,-58.0,-610
2018-12-18,多,,142,57,114,9745,停損,-57.0,-600
2018-12-19,空,是,138,55,110,9750,尾盤出場,-18.0,-210
2018-12-20,多,,143,57,114,9654,移動停利,35.0,320
2018-12-21,多,,129,52,103,9627,停損,-52.0,-550
2018-12-22,多,,129,51,103,9597,尾盤出場,-12.0,-150
2018-12-24,多,,119,48,95,9614,尾盤出場,6.0,30
2018-12-25,多,,116,46,93,9480,停損,-46.0,-490
2018-12-26,多,,118,47,94,9549,停損,-47.0,-500
2018-12-27,多,,119,47,95,9599,移動停利,36.0,330
2018-12-28,多,,118,47,94,9650,尾盤出場,21.0,180
2019-01-02,空,,126,50,101,9734,停利,101.0,980
2019-01-03,空,,128,51,103,9470,移動停利,17.0,140
2019-01-04,空,,125,50,100,9355,移動停利,30.0,270
2019-01-07,空,,133,53,107,9526,移動停利,16.0,130
2019-01-08,空,,132,53,105,9592,移動停利,40.0,370
2019-01-09,多,,141,56,113,9635,停利,113.0,1100
2019-01-10,空,,133,53,106,9688,尾盤出場,-6.0,-90
2019-01-11,多,,133,53,106,9772,移動停利,11.0,80
2019-01-14,多,,133,53,107,9744,停損,-53.0,-560
2019-01-15,空,,139,56,111,9729,停損,-56.0,-590
2019-01-16,多,是,128,51,102,9790,尾盤出場,-6.0,-90
2019-01-17,多,,128,51,102,9796,移動停利,18.0,150
2019-01-18,空,,119,48,95,9813,移動停利,23.0,200
2019-01-21,空,,122,49,98,9883,尾盤出場,17.0,140
2019-01-22,多,,107,43,86,9843,尾盤出場,4.0,10
2019-01-23,多,,103,41,82,9832,尾盤出場,-14.0,-170
2019-01-24,多,,98,39,78,9842,移動停利,22.0,190
2019-01-25,空,,91,36,73,9922,停損,-36.0,-390
2019-02-21,多,,92,37,74,10269,停損,-37.0,-400
2019-02-22,多,,93,37,74,10280,尾盤出場,30.0,270
2019-02-26,多,,89,36,71,10388,停損,-36.0,-390
2019-03-04,空,,91,36,72,10344,移動停利,48.0,450
2019-03-29,空,,91,36,72,10548,停利,72.0,690
2019-04-11,空,,93,37,74,10843,停損,-37.0,-400
2019-04-12,多,,92,37,73,10829,停損,-37.0,-400
2019-04-15,空,,91,37,73,10863,尾盤出場,-13.0,-160
2019-05-03,多,,91,36,73,10994,停利,73.0,700
2019-05-06,空,,104,41,83,10925,停利,83.0,800
2019-05-07,多,,109,43,87,10932,移動停利,44.0,410
2019-05-08,多,,112,45,90,10905,移動停利,18.0,150
2019-05-09,多,,116,47,93,10854,停損,-47.0,-500
2019-05-10,多,,124,50,99,10783,移動停利,47.0,440
2019-05-13,空,,132,53,105,10673,停利,105.0,1020
2019-05-14,空,,138,55,110,10424,停損,-55.0,-580
2019-05-15,多,是,139,55,111,10544,移動停利,45.0,420
2019-05-16,多,,141,56,113,10549,停損,-56.0,-590
2019-05-17,多,,143,57,114,10565,停損,-57.0,-600
2019-05-20,多,,143,57,115,10472,停損,-57.0,-600
2019-05-21,多,,147,59,117,10412,尾盤出場,75.0,720
2019-05-22,多,,144,58,115,10487,尾盤出場,-7.0,-100
2019-05-23,空,,149,60,119,10381,移動停利,76.0,730
2019-05-24,多,,135,54,108,10356,移動停利,10.0,70
2019-05-27,空,,133,53,106,10347,移動停利,43.0,400
2019-05-28,空,,128,51,103,10353,移動停利,24.0,210
2019-05-29,多,,124,50,100,10246,尾盤出場,45.0,420
2019-05-30,多,,117,47,94,10312,移動停利,38.0,350
2019-05-31,多,,116,46,93,10352,停利,93.0,900
2019-06-03,空,,111,45,89,10422,移動停利,36.0,330
2019-06-04,空,,110,44,88,10454,移動停利,33.0,300
2019-06-05,多,,110,44,88,10503,停損,-44.0,-470
2019-06-06,空,,106,43,85,10372,尾盤出場,12.0,90
2019-06-10,多,,114,46,91,10492,停損,-46.0,-490
2019-06-11,空,,111,44,89,10540,停損,-44.0,-470
2019-06-12,多,,110,44,88,10589,尾盤出場,3.0,0
2019-06-13,多,,103,41,82,10564,停損,-41.0,-440
2019-06-14,空,,100,40,80,10524,尾盤出場,-5.0,-80
2019-06-17,空,,100,40,80,10470,停損,-40.0,-430
2019-06-18,多,,99,40,79,10559,尾盤出場,-6.0,-90
2019-06-19,多,是,108,43,87,10689,移動停利,18.0,150
2019-06-20,多,,116,46,93,10581,尾盤出場,10.0,70
2019-06-21,多,,110,44,88,10637,停損,-44.0,-470
2019-06-24,空,,109,43,87,10590,移動停利,17.0,140
2019-06-25,多,,110,44,88,10623,停損,-44.0,-470
2019-06-26,多,,107,43,85,10538,尾盤出場,-35.0,-380
2019-06-27,多,,109,44,87,10555,停利,87.0,840
2019-06-28,多,,101,41,81,10623,停損,-41.0,-440
2019-07-01,多,,110,44,88,10729,尾盤出場,38.0,350
2019-07-02,多,,109,44,87,10754,尾盤出場,-5.0,-80
2019-07-04,多,,144,58,116,10698,移動停利,11.0,80
2019-07-05,多,,142,57,113,10725,尾盤出場,-7.0,-100
2019-07-08,多,,144,58,116,10658,移動停利,33.0,300
2019-07-09,空,,132,53,105,10676,尾盤出場,26.0,230
2019-07-10,多,,123,49,98,10724,尾盤出場,7.0,40
2019-07-11,空,,125,50,100,10791,尾盤出場,-23.0,-260
2019-07-12,多,,121,48,97,10812,尾盤出場,-2.0,-50
2019-07-15,多,,123,49,98,10817,停損,-49.0,-520
2019-07-16,多,,123,49,98,10872,尾盤出場,4.0,10
2019-07-17,空,是,118,47,94,10832,尾盤出場,1.0,-20
2019-07-18,多,,127,51,102,10647,尾盤出場,4.0,10
2019-07-19,多,,123,49,99,10767,尾盤出場,-23.0,-260
2019-07-22,多,,125,50,100,10755,尾盤出場,39.0,360
2019-07-23,多,,90,36,72,10830,停損,-36.0,-390
2019-08-02,空,,92,37,73,10509,移動停利,48.0,450
2019-08-05,多,,96,39,77,10432,停損,-39.0,-420
2019-08-06,多,,112,45,90,10155,停利,90.0,870
2019-08-07,多,,103,41,82,10347,停損,-41.0,-440
2019-08-08,多,,101,40,81,10376,移動停利,58.0,550
2019-08-12,多,,103,41,82,10470,尾盤出場,-29.0,-320
2019-08-13,多,,108,43,86,10397,停損,-43.0,-460
2019-08-14,多,,116,46,92,10461,移動停利,11.0,80
2019-08-15,多,,124,50,100,10298,移動停利,17.0,140
2019-08-16,多,,130,52,104,10317,停利,104.0,1010
2019-08-19,多,,131,52,105,10442,尾盤出場,42.0,390
2019-08-20,多,,129,51,103,10491,尾盤出場,36.0,330
2019-08-21,多,是,126,50,101,10516,尾盤出場,12.0,90
2019-08-22,多,,125,50,100,10545,停損,-50.0,-530
2019-08-23,多,,114,46,91,10490,尾盤出場,9.0,60
2019-08-26,空,,121,48,97,10321,尾盤出場,14.0,110
2019-08-27,空,,106,42,85,10366,尾盤出場,2.0,-10
2019-08-28,多,,106,42,85,10406,移動停利,12.0,90
2019-08-29,空,,103,41,82,10398,停損,-41.0,-440
2019-08-30,多,,107,43,85,10532,尾盤出場,44.0,410
2019-09-02,多,,102,41,82,10571,移動停利,19.0,160
2019-09-03,多,,98,39,79,10610,停損,-39.0,-420
2019-09-04,多,,93,37,74,10572,停利,74.0,710
2019-09-05,空,,92,37,74,10715,停損,-37.0,-400
2019-09-06,空,,90,36,72,10763,尾盤出場,-5.0,-80
2019-09-09,多,,90,36,72,10819,停損,-36.0,-390
2019-09-10,空,,94,37,75,10795,尾盤出場,52.0,490
2019-09-11,多,,91,36,73,10801,停損,-36.0,-390
2019-09-12,空,,94,38,75,10841,移動停利,20.0,170
2019-10-14,空,,96,38,77,11063,移動停利,13.0,100
2019-10-15,多,,96,38,77,11091,尾盤出場,17.0,140
2019-10-16,空,是,97,39,77,11154,尾盤出場,9.0,60
2019-10-17,空,,95,38,76,11133,尾盤出場,-24.0,-270
2019-10-18,多,,94,38,75,11196,停損,-38.0,-410
2019-10-21,多,,92,37,73,11163,尾盤出場,-8.0,-110
2019-10-22,多,,93,37,74,11222,移動停利,10.0,70
2019-10-24,多,,91,37,73,11237,尾盤出場,53.0,500
2019-11-12,多,,90,36,72,11493,尾盤出場,30.0,270
2019-11-13,多,,90,36,72,11473,停損,-36.0,-390
2019-11-14,多,,92,37,73,11495,停損,-37.0,-400
2019-11-15,多,,95,38,76,11535,尾盤出場,-3.0,-60
2019-11-18,多,,96,39,77,11537,尾盤出場,56.0,530
2019-11-19,多,,99,40,79,11577,尾盤出場,67.0,640
2019-11-20,空,是,98,39,79,11621,尾盤出場,14.0,110
2019-11-21,空,,105,42,84,11498,移動停利,28.0,250
2019-11-22,空,,96,39,77,11561,移動停利,10.0,70
